Date,Price,Open,High,Low,Vol.,Change %
05/26/2020,29707,29707,29985,29206,2.01M,0.19%
05/25/2020,29651,29707,29985,29039,1.86M,0.00%
05/22/2020,29651,29762,30207,29150,1.89M,-0.37%
05/21/2020,29762,29595,29929,28984,3.15M,0.75%
05/20/2020,29540,29595,29762,28928,1.78M,0.19%
05/19/2020,29484,29429,29762,28984,1.73M,0.38%
05/18/2020,29373,29262,29595,28705,2.22M,0.38%
05/15/2020,29262,29317,29985,28984,1.64M,0.00%
05/14/2020,29262,29039,29762,28650,2.20M,0.19%
05/13/2020,29206,29317,29373,28650,2.33M,-0.38%
5/12/2020,29317,30096,30152,29206,1.76M,-2.41%
5/11/2020,30041,28872,30319,28872,1.54M,0.19%
5/8/2020,29985,29540,30041,29484,2.41M,1.51%
5/7/2020,29540,29484,29818,28761,2.73M,0.19%
5/6/2020,29484,29206,29874,28650,2.31M,0.38%
5/5/2020,29373,29373,30319,28928,3.27M,0.00%
5/4/2020,29373,29762,30597,28984,2.00M,-0.75%
04/29/2020,29595,29484,30152,28817,2.87M,0.19%
04/28/2020,29540,29373,30041,28928,2.03M,0.57%
04/27/2020,29373,29484,29818,28761,1.53M,-0.38%
04/24/2020,29484,29206,29762,28650,1.99M,0.76%
04/23/2020,29262,29206,29874,28650,2.08M,0.19%
04/22/2020,29206,28984,29206,28483,1.33M,0.00%
04/21/2020,29206,28928,29373,28650,1.18M,-0.38%
04/20/2020,29317,29317,29484,28483,1.59M,0.00%
04/17/2020,29317,28984,29484,28872,1.15M,1.54%
04/16/2020,28872,28761,28872,28594,818.40K,0.00%
04/15/2020,28872,28817,28928,28483,803.34K,0.00%
04/14/2020,28872,28817,28872,28538,736.14K,-0.19%
04/13/2020,28928,28872,28984,28594,524.23K,0.00%
4/10/2020,28928,28928,28928,28594,417.14K,0.00%
4/9/2020,28928,28984,29484,28817,956.40K,0.00%
4/8/2020,28928,28761,28928,28483,506.02K,0.58%
4/7/2020,28761,28928,28984,28260,1.06M,-0.58%
4/6/2020,28928,28872,28928,28594,439.94K,0.19%
4/3/2020,28872,28817,28872,28483,676.23K,0.19%
4/1/2020,28817,28872,28928,28761,831.38K,-0.19%
03/31/2020,28872,28705,28928,28705,814.00K,0.00%
03/30/2020,28872,28705,28928,28427,430.09K,-0.19%
03/27/2020,28928,28928,28928,28372,1.31M,0.39%
03/26/2020,28817,28650,28928,28372,406.13K,-0.58%
03/25/2020,28984,28928,29039,28538,568.16K,0.19%
03/24/2020,28928,28650,29206,28594,752.97K,0.00%
03/23/2020,28928,28093,28928,27481,1.65M,1.96%
03/20/2020,28372,28372,28372,27315,5.25M,0.00%
03/19/2020,28372,28372,28372,27871,1.28M,0.00%
03/18/2020,28372,28538,28650,27815,834.72K,-0.97%
03/17/2020,28650,28650,28705,28260,550.17K,-0.19%
03/16/2020,28705,29373,29373,28427,729.67K,-2.64%
03/13/2020,29484,29039,29484,28483,642.76K,0.38%
3/12/2020,29373,29484,29484,28705,764.67K,-0.38%
3/11/2020,29484,29484,29540,28817,1.40M,0.00%
3/10/2020,29484,28928,29707,28928,1.24M,0.00%
3/9/2020,29484,29484,30041,28761,1.10M,-1.85%
3/6/2020,30041,29762,30041,29484,1.04M,0.19%
3/5/2020,29985,29929,30319,29595,1.15M,0.19%
3/4/2020,29929,29874,30263,29484,1.05M,0.18%
3/3/2020,29874,29651,30096,29651,1.30M,0.19%
3/2/2020,29818,29651,29874,29540,942.02K,0.19%
02/28/2020,29762,29651,29818,29373,1.54M,-0.74%
02/27/2020,29985,29929,29985,29540,568.93K,0.19%
02/26/2020,29929,29818,29929,29651,676.71K,0.18%
02/25/2020,29874,29762,29874,29484,1.04M,0.19%
02/24/2020,29818,30041,30041,29595,608.60K,-0.74%
02/21/2020,30041,30319,30319,29874,450.13K,-0.92%
02/20/2020,30319,30152,30597,30096,771.16K,0.74%
02/19/2020,30096,30096,30096,29484,1.38M,0.18%
02/18/2020,30041,30207,30263,29540,1.40M,-0.55%
02/17/2020,30207,30041,30207,29595,903.57K,0.18%
02/14/2020,30152,30207,30263,29651,1.06M,-0.55%
02/13/2020,30319,30207,30319,29707,819.53K,0.19%
2/12/2020,30263,30207,30374,29595,865.42K,0.37%
2/11/2020,30152,30152,30597,29484,760.18K,0.19%
2/10/2020,30096,30152,30152,29595,603.27K,0.00%
2/7/2020,30096,29762,30319,29484,661.11K,2.08%
2/6/2020,29484,29762,30486,29373,2.43M,-1.85%
2/5/2020,30041,30597,31264,29874,952.10K,-1.82%
2/4/2020,30597,31042,31320,30207,1.03M,-1.78%
2/3/2020,31153,30597,31320,30319,1.06M,1.63%
01/31/2020,30652,30541,30875,30041,1.32M,0.00%
01/30/2020,30652,30875,31153,30096,743.66K,-1.61%
01/22/2020,31153,31042,31153,30875,525.63K,0.00%
01/21/2020,31153,31042,31264,30541,841.48K,0.00%
01/20/2020,31153,31097,31209,30875,508.25K,0.00%
01/17/2020,31153,30875,31264,30652,487.50K,0.00%
01/16/2020,31153,30597,31153,30597,604.97K,1.82%
01/15/2020,30597,30597,30875,30319,381.80K,-0.72%
01/14/2020,30819,30430,30931,30430,407.87K,0.73%
01/13/2020,30597,30819,31097,30430,615.74K,-1.43%
1/10/2020,31042,30819,31153,30819,420.81K,0.36%
1/9/2020,30931,30875,30931,30041,463.18K,2.96%
1/8/2020,30041,30875,31042,29985,792.35K,-4.08%
1/7/2020,31320,30819,31376,30819,559.12K,0.90%
1/6/2020,31042,30986,31153,30819,484.99K,-0.36%
1/3/2020,31153,31876,32043,31153,478.14K,-2.61%
1/2/2020,31988,32655,32711,31487,496.98K,-3.36%
12/31/2019,33100,32321,33100,32321,587.48K,1.71%
12/30/2019,32544,31709,32544,31709,459.78K,1.04%
12/27/2019,32210,31264,32266,31264,420.29K,1.76%
12/26/2019,31654,31209,31709,31209,467.66K,0.71%
12/25/2019,31431,30875,31431,30875,429.51K,0.89%
12/24/2019,31153,30875,31431,30875,379.83K,0.00%
12/23/2019,31153,30819,31654,30819,498.29K,0.54%
12/20/2019,30986,30652,31654,30652,1.02M,0.00%
12/19/2019,30986,30652,31709,30652,727.68K,0.18%
12/18/2019,30931,30875,31097,30652,589.62K,-0.71%
12/17/2019,31153,30875,31209,30875,486.33K,0.00%
12/16/2019,31153,30374,31209,30374,774.25K,1.82%
12/13/2019,30597,30875,31153,30597,719.48K,-1.78%
12/12/2019,31153,30708,31431,30708,854.28K,0.00%
12/11/2019,31153,30597,31153,30597,477.11K,1.45%
12/10/2019,30708,31376,31543,30652,423.42K,-2.65%
12/9/2019,31543,31431,31821,31431,529.92K,-0.52%
12/6/2019,31709,31153,31821,31153,1.07M,0.88%
12/5/2019,31431,31264,31821,31264,542.31K,0.18%
12/4/2019,31376,30875,31431,30875,712.67K,0.36%
12/3/2019,31264,30986,31264,30875,553.78K,0.18%
12/2/2019,31209,31153,31709,31097,403.07K,-1.23%
11/29/2019,31598,31654,31709,31487,416.01K,0.17%
11/28/2019,31543,31932,31932,31376,479.63K,0.36%
11/27/2019,31431,31487,31932,31431,496.89K,0.00%
11/26/2019,31431,31821,32154,31431,733.01K,-1.23%
11/25/2019,31821,31709,32266,31654,501.76K,0.35%
11/22/2019,31709,31821,32154,31598,712.94K,0.00%
11/21/2019,31709,32488,32544,31598,1.64M,-2.40%
11/20/2019,32488,32433,32544,32266,587.93K,0.17%
11/19/2019,32433,32377,32433,32210,482.52K,0.17%
11/18/2019,32377,32544,32600,32266,492.41K,-0.51%
11/15/2019,32544,32655,32822,32321,515.89K,0.00%
11/14/2019,32544,31821,32544,31821,611.73K,2.27%
11/13/2019,31821,32321,32321,31543,918.00K,-1.55%
11/12/2019,32321,32377,32377,32099,578.94K,0.00%
11/11/2019,32321,32600,32600,32099,428.00K,-0.35%
11/8/2019,32433,32321,32433,32210,533.34K,0.35%
11/7/2019,32321,32711,32822,32043,707.17K,-1.02%
11/6/2019,32655,32544,32766,32488,661.63K,0.34%
11/5/2019,32544,32933,33045,32433,755.00K,-1.18%
11/4/2019,32933,32822,33100,32766,763.91K,0.34%
11/1/2019,32822,33100,33100,32655,1.07M,-0.84%
10/31/2019,33100,32989,33100,32822,1.49M,0.34%
10/30/2019,32989,32878,33378,32711,621.31K,0.34%
10/29/2019,32878,32933,33434,32822,754.12K,-0.17%
10/28/2019,32933,33656,33656,32766,821.49K,-2.15%
10/25/2019,33656,33879,34046,33545,536.94K,-0.66%
10/24/2019,33879,33656,33935,33601,658.65K,0.66%
10/23/2019,33656,33656,34046,33378,530.14K,0.00%
10/22/2019,33656,33490,33879,33434,554.43K,0.33%
10/21/2019,33545,33490,33656,33323,512.27K,0.33%
10/18/2019,33434,33601,34102,33323,775.98K,-0.33%
10/17/2019,33545,34491,34547,33545,1.03M,-2.74%
10/16/2019,34491,34547,35159,34157,800.96K,-0.16%
10/15/2019,34547,34602,34602,34380,726.88K,0.16%
10/14/2019,34491,34435,35437,34157,1.37M,0.16%
10/11/2019,34435,34102,34435,33935,627.89K,0.98%
10/10/2019,34102,34658,35047,33990,649.19K,-1.60%
10/9/2019,34658,34825,34936,34435,524.33K,-0.48%
10/8/2019,34825,34769,34936,34491,585.65K,0.16%
10/7/2019,34769,35381,35492,34491,525.59K,-1.73%
10/4/2019,35381,35047,35604,35047,642.52K,-0.16%
10/3/2019,35437,35047,35492,35047,558.47K,0.32%
10/2/2019,35325,35214,35604,35103,821.20K,-0.16%
10/1/2019,35381,35325,35604,35214,468.56K,-0.31%
09/30/2019,35492,35047,35659,34992,534.08K,1.27%
09/27/2019,35047,34769,35047,34602,433.63K,1.29%
09/26/2019,34602,34491,34769,34380,562.01K,0.32%
09/25/2019,34491,34213,34602,34046,526.94K,0.81%
09/24/2019,34213,34268,34435,33935,548.15K,-0.16%
09/23/2019,34268,34380,35047,34268,583.24K,0.00%
09/20/2019,34268,35325,35325,34268,1.51M,-2.53%
09/19/2019,35159,35325,35381,34547,566.90K,-0.47%
09/18/2019,35325,35715,36160,35047,491.56K,-0.78%
09/17/2019,35604,34380,36160,34157,773.87K,3.56%
09/16/2019,34380,34157,34435,34157,738.75K,0.00%
09/13/2019,34380,34213,34435,33768,587.03K,0.16%
9/12/2019,34324,34380,34380,34157,512.58K,0.00%
9/11/2019,34324,34380,34491,34324,634.02K,-0.16%
9/10/2019,34380,34435,34491,34046,1.15M,0.82%
9/9/2019,34102,34547,34602,34102,638.75K,-1.29%
9/6/2019,34547,34213,34602,33823,1.25M,0.16%
9/5/2019,34491,34658,34825,34491,717.52K,-0.48%
9/4/2019,34658,34547,34769,33935,803.10K,0.32%
9/3/2019,34547,34658,34769,34324,872.00K,-0.32%
08/30/2019,34658,34435,35604,34435,927.10K,0.65%
08/29/2019,34435,34213,34491,33768,1.24M,0.00%
08/28/2019,34435,34324,34547,33768,1.40M,1.98%
08/27/2019,33768,34547,34602,33768,1.51M,-2.10%
08/26/2019,34491,34435,34547,34046,1.26M,0.00%
08/23/2019,34491,34602,34880,34435,821.29K,-1.27%
08/22/2019,34936,34880,35103,34658,517.20K,-0.32%
08/21/2019,35047,34825,35214,34769,789.66K,0.00%
08/20/2019,35047,34491,36215,34380,708.26K,1.45%
08/19/2019,34547,34268,34658,34268,725.73K,0.49%
08/16/2019,34380,34491,34491,34213,734.92K,-0.16%
08/15/2019,34435,33378,34435,33100,1.10M,2.82%
08/14/2019,33490,33267,33768,33211,951.33K,0.84%
08/13/2019,33211,33267,33378,32878,1.27M,-0.34%
8/12/2019,33323,33378,33490,33211,694.10K,-0.16%
8/9/2019,33378,32655,33434,32655,1.19M,1.87%
8/8/2019,32766,33100,33267,32600,893.11K,-1.18%
8/7/2019,33156,32655,33211,32488,753.43K,1.19%
8/6/2019,32766,32878,33100,32154,876.73K,-1.01%
8/5/2019,33100,33211,33490,33100,774.70K,-1.00%
8/2/2019,33434,32933,33434,32321,1.02M,1.52%
8/1/2019,32933,32099,33100,32099,832.69K,2.60%
07/31/2019,32099,32488,32989,32043,889.37K,-1.20%
07/30/2019,32488,32544,32600,32321,595.91K,-0.17%
07/29/2019,32544,32433,32766,32154,649.41K,0.34%
07/26/2019,32433,32544,32600,32321,630.91K,-0.34%
07/25/2019,32544,32766,32878,32544,628.72K,-0.68%
07/24/2019,32766,32878,32878,32433,587.39K,1.03%
07/23/2019,32433,32043,32433,31988,675.98K,1.22%
07/22/2019,32043,32377,32544,31988,601.32K,-1.03%
07/19/2019,32377,32266,32655,32154,828.88K,0.69%
07/18/2019,32154,33656,33656,32154,985.14K,-2.86%
07/17/2019,33100,33601,33601,32989,761.27K,-1.49%
07/16/2019,33601,33490,33656,33267,1.51M,0.33%
07/15/2019,33490,34046,34102,33378,758.43K,-1.31%
7/12/2019,33935,34213,34324,33935,746.98K,-0.81%
7/11/2019,34213,33879,34213,33823,1.21M,1.15%
7/10/2019,33823,33490,33935,33434,1.07M,1.16%
7/9/2019,33434,33490,33490,32822,912.43K,-0.17%
7/8/2019,33490,33490,33545,33267,1.06M,-0.16%
7/5/2019,33545,33267,33656,32655,1.26M,0.84%
7/4/2019,33267,32655,33378,32655,1.08M,1.87%
7/3/2019,32655,33490,33490,32544,1.01M,-2.49%
7/2/2019,33490,33768,33879,33378,784.55K,-0.82%
7/1/2019,33768,33211,34213,33211,1.09M,1.85%
06/28/2019,33156,33156,33211,32544,1.06M,0.17%
06/27/2019,33100,33267,33490,32822,942.93K,-0.67%
06/26/2019,33323,32544,33378,32321,968.32K,2.39%
06/25/2019,32544,32210,32933,31765,765.60K,1.04%
06/24/2019,32210,31709,32266,31709,802.78K,1.58%
06/21/2019,31709,32099,32210,30986,2.27M,-1.04%
06/20/2019,32043,31932,32377,31821,785.93K,0.35%
06/19/2019,31932,31709,32043,31654,672.36K,1.06%
06/18/2019,31598,32154,32266,31543,925.59K,-1.73%
06/17/2019,32154,32933,33100,31988,1.07M,-2.70%
06/14/2019,33045,32822,33100,32822,994.60K,0.68%
06/13/2019,32822,33100,33434,32711,982.81K,-1.50%
6/12/2019,33323,33656,33823,33323,838.98K,-0.99%
6/11/2019,33656,33768,33935,33601,1.12M,-0.33%
6/10/2019,33768,33879,34213,33156,1.16M,0.00%
6/7/2019,33768,33601,34046,33545,1.04M,0.66%
6/6/2019,33545,33378,33768,32878,1.01M,-0.33%
6/5/2019,33656,33601,33879,33434,837.53K,0.50%
6/4/2019,33490,33267,33601,32822,1.08M,0.34%
6/3/2019,33378,33378,33823,33211,1.25M,-0.33%
05/31/2019,33490,33656,33823,33434,1.54M,0.17%
05/30/2019,33434,32822,33601,32766,1.28M,1.69%
05/29/2019,32878,32544,32878,32377,907.06K,1.03%
05/28/2019,32544,32433,32655,32210,830.60K,0.34%
05/27/2019,32433,32377,32600,32377,784.89K,0.17%
05/24/2019,32377,32377,32989,32154,755.72K,0.00%
05/23/2019,32377,32099,32433,31932,647.05K,0.87%
05/22/2019,32099,32822,32933,32099,701.38K,-2.20%
05/21/2019,32822,33211,33211,32822,725.52K,-0.67%
05/20/2019,33045,32600,33211,32600,956.18K,1.54%
05/17/2019,32544,32544,32711,32544,778.28K,0.00%
05/16/2019,32544,32544,32766,32544,997.28K,0.00%
05/15/2019,32544,32488,32600,32321,766.14K,0.34%
05/14/2019,32433,32266,32488,32154,709.41K,0.17%
05/13/2019,32377,32488,32488,32154,759.53K,-0.34%
5/10/2019,32488,32099,32600,32099,762.60K,1.21%
5/9/2019,32099,31876,32266,31821,545.19K,0.52%
5/8/2019,31932,31598,31988,31431,685.11K,0.70%
5/7/2019,31709,32266,32544,31598,880.27K,-1.89%
5/6/2019,32321,33045,33045,32210,760.89K,-2.35%
5/3/2019,33100,32544,33100,32321,974.41K,1.71%
5/2/2019,32544,32933,32933,32210,663.99K,-1.02%
04/26/2019,32878,32266,32989,32266,1.11M,1.55%
04/25/2019,32377,32488,32544,31988,558.78K,-0.34%
04/24/2019,32488,32544,32822,32321,670.93K,0.52%
04/23/2019,32321,31932,32544,31821,793.47K,1.40%
04/22/2019,31876,31988,32099,31709,721.10K,0.17%
04/19/2019,31821,31431,31821,31431,588.53K,1.42%
04/18/2019,31376,31153,31654,30875,788.00K,0.36%
04/17/2019,31264,31097,31543,30986,729.74K,0.54%
04/16/2019,31097,30875,31209,30597,707.33K,-0.18%
4/12/2019,31153,31543,31709,31153,822.62K,-1.24%
4/11/2019,31543,31543,31709,31487,632.06K,0.18%
4/10/2019,31487,31431,31765,31264,675.76K,0.00%
4/9/2019,31487,31821,31932,31431,610.47K,-0.88%
4/8/2019,31765,31821,31988,31709,757.28K,0.35%
4/5/2019,31654,31431,31821,31431,545.19K,1.07%
4/4/2019,31320,31431,31654,31320,773.68K,0.18%
4/3/2019,31264,30819,31598,30819,755.79K,0.72%
4/2/2019,31042,30986,31153,30764,836.27K,0.54%
4/1/2019,30875,31153,31487,30708,1.35M,-0.54%
03/29/2019,31042,31320,31709,30931,1.75M,-0.71%
03/28/2019,31264,31654,32043,31264,960.21K,-1.06%
03/27/2019,31598,31709,31932,31487,751.22K,0.35%
03/26/2019,31487,31376,31765,31376,953.06K,0.35%
03/25/2019,31376,31153,31709,31153,939.61K,-1.74%
03/22/2019,31932,31821,32210,31654,735.26K,0.70%
03/21/2019,31709,32266,32711,31709,887.68K,-2.23%
03/20/2019,32433,32544,32933,32433,780.94K,-0.17%
03/19/2019,32488,32989,33100,32377,744.07K,-1.35%
03/18/2019,32933,33490,33935,32822,770.44K,-1.17%
03/15/2019,33323,34491,34825,33323,4.55M,-3.23%
03/14/2019,34435,33935,34547,33656,709.47K,1.14%
03/13/2019,34046,34769,34936,33935,645.63K,-2.08%
3/12/2019,34769,33490,34769,33490,2.05M,3.99%
3/11/2019,33434,32266,33712,32266,1.19M,4.52%
3/8/2019,31988,31709,32655,31709,800.87K,0.18%
3/7/2019,31932,31709,32210,31709,849.59K,0.70%
3/6/2019,31709,32711,32711,31487,1.58M,-3.06%
3/5/2019,32711,32989,33211,32544,963.79K,-1.18%
3/4/2019,33100,32933,33378,32600,899.13K,0.51%
3/1/2019,32933,31765,32933,31765,891.22K,2.95%
