Date,Price,Open,High,Low,Vol.,Change %
04/15/2022,84100,84200,85100,84100,2.74M,-1.06%
04/14/2022,85000,86500,87800,84000,6.66M,-1.73%
04/13/2022,86500,85700,87800,84400,5.93M,1.76%
4/12/2022,85000,85500,86400,84700,3.94M,-0.47%
4/8/2022,85400,83800,86400,83700,6.06M,0.95%
4/7/2022,84600,85700,86000,84200,5.54M,-1.97%
4/6/2022,86300,88200,88300,84800,6.80M,-1.60%
4/5/2022,87700,85800,88000,84600,5.67M,1.39%
4/4/2022,86500,82800,87600,82600,6.13M,4.72%
4/1/2022,82600,80100,82600,78700,4.87M,3.12%
03/31/2022,80100,80000,81000,79900,2.63M,0.13%
03/30/2022,80000,82400,82500,79800,6.16M,-3.03%
03/29/2022,82500,82500,83300,82100,4.15M,0.00%
03/28/2022,82500,83500,83500,82200,6.22M,-1.32%
03/25/2022,83600,82800,85300,82800,5.58M,0.97%
03/24/2022,82800,84000,84500,82400,7.18M,-1.19%
03/23/2022,83800,85500,85700,83300,7.52M,-0.36%
03/22/2022,84100,85000,86700,83500,7.10M,2.06%
03/21/2022,82400,77300,82400,76600,7.26M,6.87%
03/18/2022,77100,76800,77100,75200,5.00M,0.65%
03/17/2022,76600,77400,78500,76500,3.60M,-1.03%
03/16/2022,77400,76900,78400,76200,3.57M,1.04%
03/15/2022,76600,75800,77200,75500,3.97M,0.13%
03/14/2022,76500,76700,77400,75400,4.53M,-0.91%
3/11/2022,77200,78000,78400,76500,3.42M,0.26%
3/10/2022,77000,77000,79500,76400,5.41M,0.65%
3/9/2022,76500,76400,76800,75500,3.22M,0.66%
3/8/2022,76000,75600,76400,75100,3.46M,0.00%
3/7/2022,76000,76500,76900,75500,4.00M,-1.30%
3/4/2022,77000,78900,79000,77000,3.89M,-1.28%
3/3/2022,78000,76700,78000,76200,2.97M,2.09%
3/2/2022,76400,75300,77800,75200,3.73M,1.33%
3/1/2022,75400,75300,76000,74800,3.28M,0.13%
02/28/2022,75300,76500,76600,75000,2.86M,-1.31%
02/25/2022,76300,76500,76500,74400,3.72M,0.39%
02/24/2022,76000,77400,77400,75800,2.73M,-1.81%
02/23/2022,77400,78000,78100,77400,2.35M,-0.90%
02/22/2022,78100,77500,78500,77400,2.97M,-0.51%
02/21/2022,78500,78500,78600,78000,2.58M,0.00%
02/18/2022,78500,78200,78800,77600,3.22M,-0.63%
02/17/2022,79000,78200,79000,77300,3.86M,1.15%
02/16/2022,78100,79900,79900,77800,2.68M,-1.14%
02/15/2022,79000,78000,79600,77500,2.72M,1.28%
02/14/2022,78000,78000,78400,76700,2.81M,-0.13%
2/11/2022,78100,78500,78500,77700,1.98M,-0.51%
2/10/2022,78500,79100,79100,78000,2.96M,-0.63%
2/9/2022,79000,79700,79800,78300,2.66M,-0.25%
2/8/2022,79200,80000,80000,79100,2.14M,-1.00%
2/7/2022,80000,79500,82000,79500,1.99M,0.13%
01/28/2022,79900,79500,79900,78600,1.55M,1.14%
01/27/2022,79000,79200,80000,78500,2.24M,-0.50%
01/26/2022,79400,79700,79700,78300,1.63M,0.51%
01/25/2022,79000,78200,79800,77800,1.73M,1.15%
01/24/2022,78100,78500,80000,78100,2.84M,-2.38%
01/21/2022,80000,80200,80200,78600,2.61M,-0.25%
01/20/2022,80200,79500,80200,78300,3.50M,0.25%
01/19/2022,80000,79500,80000,78100,2.39M,-0.12%
01/18/2022,80100,80000,80100,79100,2.69M,0.13%
01/17/2022,80000,82000,83000,78800,2.77M,-2.44%
01/14/2022,82000,82100,83500,81700,3.07M,-1.80%
01/13/2022,83500,84000,84000,82200,2.56M,-0.36%
1/12/2022,83800,83600,84500,82400,2.06M,-0.83%
1/11/2022,84500,83900,85000,82300,2.68M,0.72%
1/10/2022,83900,86400,88000,83900,2.92M,-2.89%
1/7/2022,86400,88200,88600,86400,3.02M,-2.04%
1/6/2022,88200,88500,90000,87800,2.43M,-1.01%
1/5/2022,89100,89000,89100,87800,2.39M,0.11%
1/4/2022,89000,90500,90500,88500,2.54M,-2.20%
12/31/2021,91000,86300,91000,86100,2.91M,5.45%
12/30/2021,86300,87000,87200,85700,1.48M,-0.80%
12/29/2021,87000,87100,87800,85100,1.95M,0.00%
12/28/2021,87000,89400,89400,87000,1.82M,-2.25%
12/27/2021,89000,88900,89900,87800,1.04M,0.11%
12/24/2021,88900,89800,89800,87000,3.49M,3.06%
12/23/2021,86260,88550,89695,85115,8.06M,-3.17%
12/22/2021,89084,89313,90000,87405,6.74M,0.09%
12/21/2021,89008,88015,89313,87328,5.17M,1.13%
12/20/2021,88015,87710,88168,86947,3.79M,0.09%
12/17/2021,87939,87863,89084,86947,6.14M,0.17%
12/16/2021,87786,88397,89313,87023,6.12M,0.00%
12/15/2021,87786,86336,87786,85496,4.50M,1.68%
12/14/2021,86336,84886,87099,84809,6.70M,0.89%
12/13/2021,85573,86260,87023,84733,5.67M,-0.80%
12/10/2021,86260,88168,88321,86260,3.79M,-1.74%
12/9/2021,87786,87023,88397,86641,7.49M,0.96%
12/8/2021,86947,86260,87023,85115,4.54M,1.16%
12/7/2021,85954,84886,86183,83969,4.39M,1.44%
12/6/2021,84733,83969,86565,83206,7.71M,0.00%
12/3/2021,84733,88931,88931,84504,6.78M,-2.89%
12/2/2021,87252,88550,89160,86336,5.82M,0.26%
12/1/2021,87023,84733,87786,84351,5.03M,3.64%
11/30/2021,83969,84733,85420,82519,5.99M,-0.18%
11/29/2021,84122,81985,84504,81985,4.54M,-0.45%
11/26/2021,84504,83359,86183,83282,6.86M,1.56%
11/25/2021,83206,81679,83817,81450,5.58M,2.44%
11/24/2021,81221,81832,82443,80763,3.91M,0.19%
11/23/2021,81069,78015,81069,78015,3.89M,4.02%
11/22/2021,77939,78244,78397,77405,2.51M,-0.10%
11/19/2021,78015,78321,78626,77481,3.33M,-0.49%
11/18/2021,78397,79084,79084,78168,3.53M,-0.48%
11/17/2021,78779,79466,79466,78626,2.68M,0.10%
11/16/2021,78702,79084,79847,78702,3.01M,-0.48%
11/15/2021,79084,81527,81527,79084,3.11M,-2.26%
11/12/2021,80916,80916,81679,80153,1.96M,0.47%
11/11/2021,80534,80153,82366,79389,4.14M,1.44%
11/10/2021,79389,79084,79847,78626,2.77M,0.97%
11/9/2021,78626,79771,80076,78626,4.70M,-1.53%
11/8/2021,79847,80382,80763,79695,3.46M,-0.38%
11/5/2021,80153,79389,80763,79084,3.91M,0.96%
11/4/2021,79389,80534,81145,79389,4.42M,-1.14%
11/3/2021,80305,82443,82519,80229,7.47M,-2.68%
11/2/2021,82519,82366,83206,82214,4.64M,-1.37%
11/1/2021,83664,84504,84657,83206,4.47M,0.27%
10/29/2021,83435,83435,85496,83130,8.82M,1.39%
10/28/2021,82290,79389,83969,79160,10.00M,3.75%
10/27/2021,79313,78855,79771,78397,2.40M,0.58%
10/26/2021,78855,79389,79924,78321,3.34M,-0.48%
10/25/2021,79237,79084,80076,78626,4.39M,0.48%
10/22/2021,78855,77863,79313,77786,2.34M,1.27%
10/21/2021,77863,78244,78321,77634,3.42M,-0.29%
10/20/2021,78092,78321,79237,77481,3.21M,-0.29%
10/19/2021,78321,77786,79389,77252,4.56M,0.88%
10/18/2021,77634,77863,78015,77481,2.93M,-0.29%
10/15/2021,77863,78092,78321,77710,2.85M,-0.29%
10/14/2021,78092,78550,78626,77863,3.72M,-0.29%
10/13/2021,78321,78626,79160,78321,2.15M,-0.39%
10/12/2021,78626,79160,79160,78550,3.08M,-0.96%
10/11/2021,79389,79771,79847,79160,2.98M,-0.48%
10/8/2021,79771,79542,79771,78702,2.01M,0.38%
10/7/2021,79466,80153,80763,79466,3.19M,-0.86%
10/6/2021,80153,80382,80763,79542,4.44M,0.57%
10/5/2021,79695,77863,80534,77481,3.78M,2.35%
10/4/2021,77863,77405,77863,77252,2.30M,0.00%
10/1/2021,77863,77634,77863,77252,2.28M,0.00%
09/30/2021,77863,77863,77863,77481,1.25M,0.00%
09/29/2021,77863,78244,78321,77405,1.83M,-0.58%
09/28/2021,78321,78015,78321,78015,1.43M,0.20%
09/27/2021,78168,78473,78550,78092,2.10M,-0.58%
09/24/2021,78626,78550,78626,78168,2.80M,0.00%
09/23/2021,78626,78473,78626,78092,3.01M,-0.10%
09/22/2021,78702,78550,78779,78244,2.88M,0.10%
09/21/2021,78626,78626,78626,78092,3.10M,0.00%
09/20/2021,78626,78626,79008,78092,3.91M,-0.19%
09/17/2021,78779,78702,79008,78397,3.41M,0.10%
09/16/2021,78702,79008,79160,78321,2.50M,0.00%
09/15/2021,78702,78626,78702,78321,2.51M,0.10%
09/14/2021,78626,78779,78931,78321,2.73M,0.00%
09/13/2021,78626,78779,78931,78397,3.36M,-0.29%
9/10/2021,78855,78855,79389,78702,2.90M,0.10%
9/9/2021,78779,79237,79618,78779,2.84M,-0.77%
9/8/2021,79389,80000,80076,79389,2.62M,-0.76%
9/7/2021,80000,80000,80534,79618,3.05M,0.00%
9/6/2021,80000,80382,81069,79847,3.50M,0.10%
9/1/2021,79924,79695,80534,79466,2.62M,0.29%
08/31/2021,79695,79389,80458,78855,3.10M,0.39%
08/30/2021,79389,79237,79618,78931,2.66M,0.19%
08/27/2021,79237,79008,79237,78397,2.87M,0.10%
08/26/2021,79160,80534,80687,79008,3.37M,-1.71%
08/25/2021,80534,80534,81679,80000,3.89M,0.00%
08/24/2021,80534,80534,80916,79008,3.18M,0.57%
08/23/2021,80076,79160,81069,79008,4.47M,1.16%
08/20/2021,79160,80000,80000,78321,4.05M,-1.14%
08/19/2021,80076,78244,80153,78015,6.37M,1.84%
08/18/2021,78626,79237,79237,78321,3.67M,-0.19%
08/17/2021,78779,79389,79389,78779,2.35M,-0.58%
08/16/2021,79237,79084,79771,78931,2.74M,0.29%
08/13/2021,79008,79008,79313,78702,2.92M,-0.10%
8/12/2021,79084,79237,79618,79008,2.92M,-0.29%
8/11/2021,79313,79847,80458,79008,3.83M,-0.67%
8/10/2021,79847,80916,81679,79847,4.10M,-1.32%
8/9/2021,80916,82061,82137,80916,5.18M,-1.40%
8/6/2021,82061,82443,82824,81985,3.23M,-0.46%
8/5/2021,82443,82443,83664,82443,3.53M,0.47%
8/4/2021,82061,80763,83893,80458,7.54M,1.90%
8/3/2021,80534,79466,81069,79466,2.95M,0.86%
8/2/2021,79847,79008,81527,78626,3.23M,0.58%
07/30/2021,79389,79160,79924,79008,2.32M,0.00%
07/29/2021,79389,79695,79847,79160,1.61M,-0.10%
07/28/2021,79466,80153,80153,79466,1.89M,-2.25%
07/27/2021,81298,80153,81527,80153,5.20M,-0.93%
07/26/2021,82061,78550,82061,78168,4.64M,4.37%
07/23/2021,78626,80000,80000,78626,2.51M,-1.81%
07/22/2021,80076,78473,80153,78473,3.34M,1.75%
07/21/2021,78702,78855,79618,78550,3.35M,-0.39%
07/20/2021,79008,78626,79008,77786,3.88M,0.49%
07/19/2021,78626,78626,79389,78244,4.24M,-1.53%
07/16/2021,79847,79389,81069,78015,3.97M,0.58%
07/15/2021,79389,78626,79389,78244,2.52M,0.00%
07/14/2021,79389,79924,80076,76947,3.98M,-0.67%
07/13/2021,79924,80305,80458,77863,2.29M,-0.38%
7/12/2021,80229,79618,82061,76718,4.35M,1.55%
7/9/2021,79008,85038,85038,78779,6.30M,-6.59%
7/8/2021,84580,87176,89313,83817,12.74M,-6.10%
7/7/2021,90076,89313,90076,88168,4.87M,0.85%
7/6/2021,89313,87710,89695,87023,3.95M,1.74%
7/5/2021,87786,90153,90229,87252,3.21M,-3.36%
7/2/2021,90840,93053,93053,89313,6.72M,-0.83%
7/1/2021,91603,93969,94351,90992,6.03M,-0.83%
06/30/2021,92366,93130,93130,91603,3.37M,0.00%
06/29/2021,92366,92214,92672,90382,4.31M,0.83%
06/28/2021,91603,91603,93817,91221,3.72M,0.76%
06/25/2021,90916,86641,91221,86641,4.64M,3.57%
06/24/2021,87786,84428,87786,82748,4.23M,2.68%
06/23/2021,85496,87710,88092,85115,3.62M,-1.32%
06/22/2021,86641,85496,87405,84809,3.75M,4.13%
06/21/2021,83206,79542,83969,79008,6.92M,5.83%
06/18/2021,78626,78626,79389,78244,3.23M,0.78%
06/17/2021,78015,78626,78702,78015,2.19M,-1.26%
06/16/2021,79008,79389,79542,78626,1.22M,-0.48%
06/15/2021,79389,78779,79618,78702,1.83M,0.10%
06/14/2021,79313,80153,80153,78702,1.65M,-0.95%
6/11/2021,80076,79389,80305,79084,1.84M,1.25%
6/10/2021,79084,80763,81298,79084,2.17M,-2.54%
6/9/2021,81145,81679,81832,80153,4.63M,6.05%
6/8/2021,76518,77981,77981,75337,6.68M,-1.88%
6/7/2021,77981,78488,79444,77812,4.57M,-0.86%
6/4/2021,78656,80401,80401,78544,1.92M,-0.85%
6/3/2021,79332,78769,79894,78544,2.75M,1.15%
6/2/2021,78431,76293,78769,76125,5.30M,2.65%
6/1/2021,76406,75956,76406,75731,2.21M,0.89%
05/31/2021,75731,75393,76125,75393,3.14M,-0.22%
05/28/2021,75899,76293,76518,75506,3.08M,-0.81%
05/27/2021,76518,75956,77025,75618,2.63M,1.87%
05/26/2021,75112,75393,76237,74830,2.62M,-1.48%
05/25/2021,76237,75956,76518,74718,2.17M,0.37%
05/24/2021,75956,77306,77644,75393,1.99M,-1.68%
05/21/2021,77250,77812,78994,76518,1.94M,-2.62%
05/20/2021,79332,80401,81019,76969,6.16M,-0.70%
05/19/2021,79894,80794,81470,79332,4.92M,0.21%
05/18/2021,79725,77644,79894,77250,2.32M,2.98%
05/17/2021,77419,75168,77644,75168,2.57M,2.61%
05/14/2021,75449,74830,75899,74605,3.50M,0.07%
05/13/2021,75393,73143,78206,72580,3.54M,3.08%
5/12/2021,73143,71736,73143,71455,3.86M,1.17%
5/11/2021,72299,72299,73424,71398,7.51M,0.00%
5/10/2021,72299,74830,76237,72299,2.96M,-5.38%
5/7/2021,76406,76518,79332,76406,4.23M,0.07%
5/6/2021,76350,74549,76800,73818,2.41M,2.03%
5/5/2021,74830,73705,75843,73480,3.14M,1.14%
5/4/2021,73987,73930,74268,70386,3.70M,0.08%
04/29/2021,73930,73143,74549,72580,6.63M,2.66%
04/28/2021,72017,68416,72017,66672,3.97M,5.35%
04/27/2021,68360,64365,68642,64365,3.57M,6.21%
04/26/2021,64365,61046,64365,60146,4.55M,6.92%
04/23/2021,60202,60371,60483,59696,2.74M,-0.28%
04/22/2021,60371,60765,61046,59639,3.40M,-1.11%
04/20/2021,61046,61327,61777,59696,5.45M,-0.46%
04/19/2021,61327,61327,61890,60483,7.75M,0.92%
04/16/2021,60765,57670,61665,57670,6.86M,5.37%
04/15/2021,57670,57783,58514,56320,9.63M,2.40%
04/14/2021,56320,54351,56320,53732,6.41M,3.62%
04/13/2021,54351,54013,55138,53619,5.70M,1.37%
4/12/2021,53619,50918,54013,50693,6.69M,5.89%
4/9/2021,50637,49568,50693,49343,4.01M,1.35%
4/8/2021,49962,49793,50693,49624,4.68M,0.79%
4/7/2021,49568,48837,49793,48499,6.20M,1.50%
4/6/2021,48837,48105,49231,47599,5.28M,1.52%
4/5/2021,48105,48837,48837,46755,6.91M,4.27%
4/2/2021,46136,46417,46642,46024,2.93M,0.24%
4/1/2021,46024,45292,46699,45292,4.42M,1.62%
03/31/2021,45292,45292,45461,45067,2.59M,-0.25%
03/30/2021,45405,45180,45461,44955,2.51M,0.88%
03/29/2021,45011,45011,45067,44730,2.76M,0.63%
03/26/2021,44730,44842,44898,44336,3.44M,-0.62%
03/25/2021,45011,44955,45573,44617,3.62M,0.25%
03/24/2021,44898,44898,45011,44561,3.27M,-0.25%
03/23/2021,45011,45573,46136,44955,5.19M,-0.99%
03/22/2021,45461,45011,45630,45011,1.99M,2.28%
03/19/2021,44448,45461,45686,44448,5.83M,-2.71%
03/18/2021,45686,45799,46136,45011,3.33M,0.87%
03/17/2021,45292,45180,45517,44786,7.71M,-0.49%
03/16/2021,45517,45799,46080,45236,2.99M,-1.22%
03/15/2021,46080,46249,46699,45742,4.69M,-0.37%
3/12/2021,46249,46474,46586,46024,2.70M,-0.84%
3/11/2021,46642,46811,46980,46192,4.52M,0.48%
3/10/2021,46417,46249,46417,45067,4.95M,0.61%
3/9/2021,46136,45799,46249,45123,4.51M,0.74%
3/8/2021,45799,45180,45911,44448,5.73M,1.88%
3/5/2021,44955,45686,45799,43886,4.86M,-0.87%
3/4/2021,45348,46024,46080,45011,2.88M,-0.98%
3/3/2021,45799,44504,46136,44336,4.06M,2.65%
3/2/2021,44617,44842,45011,44561,2.86M,-0.50%
3/1/2021,44842,44786,45011,44504,3.19M,0.13%
02/26/2021,44786,44730,45573,44561,3.76M,-0.50%
02/25/2021,45011,45461,45911,44561,3.28M,-0.50%
02/24/2021,45236,45461,46024,44673,3.39M,-0.49%
02/23/2021,45461,45461,45517,45067,3.62M,0.00%
02/22/2021,45461,45236,45517,44617,3.62M,0.62%
02/19/2021,45180,45855,46361,45011,5.17M,-1.47%
02/18/2021,45855,45180,45855,44504,3.56M,0.62%
02/17/2021,45573,45517,45686,44392,2.67M,2.53%
2/9/2021,44448,44167,45236,43323,3.94M,1.67%
2/8/2021,43717,45011,45011,42760,5.30M,-3.12%
2/5/2021,45123,46136,46361,44842,4.27M,-1.60%
2/4/2021,45855,46699,46980,45461,4.97M,-1.81%
2/3/2021,46699,45348,46980,44898,5.31M,3.11%
2/2/2021,45292,45067,45573,44561,4.27M,0.50%
2/1/2021,45067,45123,46586,44504,4.88M,-0.12%
01/29/2021,45123,43042,45630,42929,4.47M,5.80%
01/28/2021,42648,44955,45517,42535,14.18M,-6.65%
01/27/2021,45686,45573,46417,45011,7.73M,0.25%
01/26/2021,45573,45292,46417,44448,6.01M,1.25%
01/25/2021,45011,44673,45067,44392,4.91M,1.27%
01/22/2021,44448,42873,45011,42198,9.93M,4.08%
01/21/2021,42704,41297,42985,40510,6.12M,5.42%
01/20/2021,40510,39947,41635,39441,5.44M,4.03%
01/19/2021,38941,40277,40332,37272,5.61M,-2.37%
01/18/2021,39887,40054,41111,39498,6.56M,-1.10%
01/15/2021,40332,41779,42001,40332,12.06M,-3.59%
01/14/2021,41834,42057,42724,41667,8.48M,-0.53%
01/13/2021,42057,41945,42557,41779,8.60M,0.27%
1/12/2021,41945,42001,43281,41612,11.88M,-0.13%
1/11/2021,42001,42001,42112,41167,11.27M,-0.26%
1/8/2021,42112,40332,42224,40332,9.13M,6.17%
1/7/2021,39665,36994,39665,36994,15.58M,6.90%
1/6/2021,37106,36104,37773,35993,11.68M,2.62%
1/5/2021,36160,36160,36605,35159,12.95M,-0.15%
1/4/2021,36215,36549,37718,36104,11.75M,-1.36%
12/31/2020,36716,37161,37384,36716,4.85M,-1.20%
12/30/2020,37161,37940,38385,36772,5.94M,-1.62%
12/29/2020,37773,37328,39887,37272,18.99M,1.19%
12/28/2020,37328,36939,37384,36939,7.68M,0.90%
12/25/2020,36994,36716,37106,36661,3.51M,0.76%
12/24/2020,36716,37272,37384,36160,4.03M,-1.49%
12/23/2020,37272,37217,37384,36939,7.29M,0.45%
12/22/2020,37106,36883,37328,36716,5.52M,0.60%
12/21/2020,36883,37050,37328,36605,4.22M,0.45%
12/18/2020,36716,36827,37272,36605,7.22M,0.00%
12/17/2020,36716,37161,37161,36438,5.64M,-1.64%
12/16/2020,37328,36661,37495,36605,5.74M,2.44%
12/15/2020,36438,35826,37495,35826,5.90M,1.71%
12/14/2020,35826,35492,36049,35159,3.96M,0.78%
12/11/2020,35548,35437,35882,35270,3.61M,0.00%
12/10/2020,35548,34825,36160,34825,5.06M,1.75%
12/9/2020,34936,33656,34936,33601,5.59M,3.63%
12/8/2020,33712,33601,33712,33378,3.29M,0.17%
12/7/2020,33656,33545,33712,33378,2.46M,0.16%
12/4/2020,33601,33545,33601,33378,3.07M,0.00%
12/3/2020,33601,33601,33656,33378,2.09M,-0.16%
12/2/2020,33656,33656,33712,33434,2.56M,-0.17%
12/1/2020,33712,33490,33712,33378,2.77M,0.00%
11/30/2020,33712,33879,33879,33434,2.41M,-0.49%
11/27/2020,33879,33935,33935,33601,2.00M,-0.17%
11/26/2020,33935,34157,34157,33434,2.28M,-0.65%
11/25/2020,34157,34213,34213,33935,2.93M,-0.16%
11/24/2020,34213,34268,34324,33935,2.33M,-0.32%
11/23/2020,34324,34268,34380,33990,2.40M,0.16%
11/20/2020,34268,34324,34380,33935,2.38M,0.16%
11/19/2020,34213,34268,34324,33823,2.73M,0.00%
11/18/2020,34213,34380,34435,33935,2.84M,-0.49%
11/17/2020,34380,34435,34491,33935,2.34M,0.82%
11/16/2020,34102,34491,34491,33879,2.88M,-1.13%
11/13/2020,34491,34491,34491,34213,2.64M,0.00%
11/12/2020,34491,34435,34491,34157,2.43M,0.00%
11/11/2020,34491,34491,34491,33990,2.52M,0.00%
11/10/2020,34491,34268,34491,34213,2.36M,0.81%
11/9/2020,34213,34602,34658,33879,3.12M,-0.97%
11/6/2020,34547,34602,34602,34268,2.43M,0.00%
11/5/2020,34547,34602,34658,34268,2.26M,-0.16%
11/4/2020,34602,34491,34602,34268,2.03M,0.16%
11/3/2020,34547,34602,34658,34324,2.35M,-0.32%
11/2/2020,34658,34713,34769,34324,1.96M,0.48%
10/30/2020,34491,34380,34491,33990,2.43M,0.00%
10/29/2020,34491,34435,34547,34102,2.13M,0.00%
10/28/2020,34491,34435,34658,34157,2.47M,-0.16%
10/27/2020,34547,34491,34602,34213,2.12M,0.16%
10/26/2020,34491,34602,34713,34268,1.79M,-0.48%
10/23/2020,34658,34769,34936,34435,3.10M,-0.32%
10/22/2020,34769,34658,34936,34435,3.05M,0.32%
10/21/2020,34658,34602,34713,34435,2.19M,0.48%
10/20/2020,34491,34825,34992,34380,3.16M,-0.96%
10/19/2020,34825,34713,34992,34380,3.10M,0.48%
10/16/2020,34658,34713,34769,34268,2.48M,-0.16%
10/15/2020,34713,34658,34936,34324,3.12M,0.64%
10/14/2020,34491,34602,35047,34380,2.71M,0.00%
10/13/2020,34491,34713,34992,34324,2.13M,-0.80%
10/12/2020,34769,34992,35270,34491,2.82M,-0.16%
10/9/2020,34825,34380,35437,34380,3.11M,-0.63%
10/8/2020,35047,35214,35325,34880,2.32M,-0.16%
10/7/2020,35103,35270,35492,34936,2.21M,-0.32%
10/6/2020,35214,35270,35548,35047,2.59M,0.00%
10/5/2020,35214,35325,35381,35103,2.15M,-0.31%
10/2/2020,35325,35492,35604,35159,2.25M,-0.32%
10/1/2020,35437,35548,35715,35270,2.44M,-0.31%
09/30/2020,35548,35325,35604,35103,2.36M,0.79%
09/29/2020,35270,35381,35604,35103,2.41M,0.00%
09/28/2020,35270,35381,35659,35214,2.52M,-0.16%
09/25/2020,35325,35381,35715,35103,2.56M,0.00%
09/24/2020,35325,35381,35826,35159,2.74M,-0.16%
09/23/2020,35381,35325,35882,35214,2.33M,-0.31%
09/22/2020,35492,35715,35826,35381,1.54M,-0.62%
09/21/2020,35715,35548,35993,35548,2.76M,0.47%
09/18/2020,35548,35270,35937,35214,2.83M,0.79%
09/17/2020,35270,35381,35492,35103,2.12M,-0.63%
09/16/2020,35492,35492,35826,35214,2.85M,0.00%
09/15/2020,35492,35604,35882,35159,2.39M,0.16%
09/14/2020,35437,35047,35548,34992,1.79M,1.27%
9/11/2020,34992,34936,35270,34713,3.21M,0.16%
9/10/2020,34936,35047,35270,34547,2.54M,0.00%
9/9/2020,34936,34769,34936,34602,2.08M,0.16%
9/8/2020,34880,34658,35325,33990,4.18M,-0.16%
9/7/2020,34936,34713,35437,34380,2.56M,0.00%
9/4/2020,34936,35159,35325,34769,2.08M,-0.63%
9/3/2020,35159,34992,35159,34380,3.13M,0.32%
9/1/2020,35047,34992,35047,34658,2.07M,-1.25%
08/31/2020,35492,34880,35548,34880,1.71M,1.27%
08/28/2020,35047,34825,35826,34825,2.49M,0.16%
08/27/2020,34992,34769,34992,34769,1.75M,0.16%
08/26/2020,34936,34769,35047,34324,2.70M,-0.16%
08/25/2020,34992,34602,35103,34602,2.11M,-0.16%
08/24/2020,35047,35047,35047,34936,1.15M,0.00%
08/21/2020,35047,34769,35214,34658,1.28M,0.16%
08/20/2020,34992,35047,35548,34769,1.88M,-0.63%
08/19/2020,35214,35103,35770,35047,2.16M,0.00%
08/18/2020,35214,35159,35325,34936,1.45M,0.00%
08/17/2020,35214,35047,35214,34491,1.90M,0.32%
08/14/2020,35103,35659,35715,34435,3.41M,-1.56%
08/13/2020,35659,35492,35993,35492,2.04M,-0.47%
8/12/2020,35826,35993,36160,35437,4.26M,-0.46%
8/11/2020,35993,36049,36215,35604,4.12M,-0.16%
8/10/2020,36049,36160,36271,35604,4.79M,0.31%
8/7/2020,35937,35770,36215,35604,3.36M,-0.46%
8/6/2020,36104,35770,36382,35492,4.36M,0.15%
8/5/2020,36049,35715,36271,35159,5.34M,0.16%
8/4/2020,35993,35826,36160,35325,3.27M,0.62%
8/3/2020,35770,35882,36215,35548,1.98M,-1.23%
07/31/2020,36215,35492,36382,35492,3.28M,1.56%
07/30/2020,35659,35381,36104,35381,2.41M,0.95%
07/29/2020,35325,35325,35548,35103,1.33M,-0.16%
07/28/2020,35381,34936,36160,34713,3.28M,1.27%
07/27/2020,34936,34880,35047,34658,2.04M,-0.16%
07/24/2020,34992,35047,35159,34769,1.48M,-0.16%
07/23/2020,35047,34992,35214,34658,1.85M,0.48%
07/22/2020,34880,34658,34936,34213,1.79M,0.64%
07/21/2020,34658,34324,35214,34213,1.82M,0.81%
07/20/2020,34380,34268,34491,33935,1.25M,-0.16%
07/17/2020,34435,34547,34547,34213,1.41M,-0.32%
07/16/2020,34547,34825,34825,34380,1.28M,-0.80%
07/15/2020,34825,34658,35548,34658,1.04M,0.48%
07/14/2020,34658,34769,34992,34491,912.05K,-1.11%
07/13/2020,35047,35325,35604,34880,1.04M,-0.94%
7/10/2020,35381,35882,35882,35159,1.20M,-1.40%
7/9/2020,35882,35882,35937,35548,940.85K,0.31%
7/8/2020,35770,36160,36494,35548,2.64M,-0.31%
7/7/2020,35882,35937,36549,35604,2.39M,0.47%
7/6/2020,35715,34713,35882,34713,1.32M,2.89%
7/3/2020,34713,34046,34825,33656,2.12M,1.96%
7/2/2020,34046,34046,34157,33656,1.98M,-0.16%
7/1/2020,34102,33990,34769,33601,1.38M,-0.32%
06/30/2020,34213,34435,35159,33712,2.46M,-1.12%
06/29/2020,34602,34713,35492,33823,2.43M,-0.32%
06/26/2020,34713,32989,34992,32989,1.44M,4.87%
06/25/2020,33100,32266,33211,31988,2.00M,2.06%
06/24/2020,32433,32321,32878,31988,2.09M,0.00%
06/23/2020,32433,32544,32822,32321,1.40M,-1.19%
06/22/2020,32822,33100,33545,32266,3.66M,-0.51%
06/19/2020,32989,32822,34213,32544,4.89M,1.71%
06/18/2020,32433,31709,32544,31598,1.44M,2.10%
06/17/2020,31765,30652,31932,30597,2.38M,0.88%
06/16/2020,31487,30764,31598,30764,1.63M,2.54%
06/15/2020,30708,30374,30931,30041,2.76M,0.55%
6/12/2020,30541,30152,30764,29874,3.52M,0.73%
6/11/2020,30319,30319,30374,30096,1.37M,0.00%
6/10/2020,30319,30319,30486,29762,1.93M,0.00%
6/9/2020,30319,30486,30875,29762,2.50M,-0.36%
6/8/2020,30430,30319,30541,30207,1.20M,0.18%
6/5/2020,30374,30319,30374,30207,1.02M,0.18%
6/4/2020,30319,30041,30764,29651,1.91M,0.37%
6/3/2020,30207,30096,30319,29595,1.24M,0.18%
6/2/2020,30152,30430,30764,29762,2.13M,-1.45%
6/1/2020,30597,29874,30597,29707,2.14M,2.42%
05/29/2020,29874,30041,30541,29651,1.62M,-1.10%
05/28/2020,30207,29929,30541,29317,2.45M,0.93%
05/27/2020,29929,29707,30096,29206,1.89M,0.75%
