Date,Price,Open,High,Low,Vol.,Change %
04/14/2022,51604,52972,52972,51408,2.33M,-1.67%
04/13/2022,52483,50431,52581,50040,2.76M,4.68%
4/12/2022,50138,52581,53265,50138,2.59M,-4.65%
4/8/2022,52581,52483,53558,52288,2.42M,0.00%
4/7/2022,52581,53754,54731,52581,4.02M,-2.54%
4/6/2022,53949,54536,55220,53363,4.39M,-1.43%
4/5/2022,54731,54536,56002,53852,4.02M,0.00%
4/4/2022,54731,56588,56588,54731,4.94M,-2.27%
4/1/2022,56002,54731,56002,54438,2.99M,1.60%
03/31/2022,55122,55220,55904,55122,3.40M,0.00%
03/30/2022,55122,56686,57956,54633,7.83M,-3.92%
03/29/2022,57370,57175,58347,56588,3.68M,0.86%
03/28/2022,56881,58152,58641,56197,10.70M,-4.43%
03/25/2022,59520,59716,59813,58836,2.84M,0.16%
03/24/2022,59422,57859,60009,57565,7.56M,2.18%
03/23/2022,58152,57175,59520,57175,6.54M,0.85%
03/22/2022,57663,59422,59422,57565,7.82M,-0.84%
03/21/2022,58152,55220,58152,54829,12.52M,6.63%
03/18/2022,54536,55024,55122,54340,3.38M,-0.53%
03/17/2022,54829,53754,55220,53363,9.21M,2.94%
03/16/2022,53265,53167,53656,52874,2.90M,0.93%
03/15/2022,52776,52776,53070,52092,1.99M,0.74%
03/14/2022,52386,51310,53070,51017,3.90M,0.94%
3/11/2022,51897,52581,52776,51310,2.73M,-2.03%
3/10/2022,52972,52972,54047,52581,4.02M,0.93%
3/9/2022,52483,51897,52679,49942,5.59M,0.37%
3/8/2022,52288,52972,53558,52092,6.88M,-2.55%
3/7/2022,53656,53949,54731,52972,8.68M,-2.31%
3/4/2022,54927,55708,55708,54731,5.90M,-1.06%
3/3/2022,55513,54829,55904,54438,4.26M,1.79%
3/2/2022,54536,55220,55904,54438,7.04M,-1.24%
3/1/2022,55220,53167,56002,52874,10.51M,4.24%
02/28/2022,52972,52386,53656,52190,3.88M,0.93%
02/25/2022,52483,51897,53265,51506,3.14M,2.48%
02/24/2022,51213,52972,53265,50138,4.98M,-4.38%
02/23/2022,53558,52679,54047,52483,2.46M,1.48%
02/22/2022,52776,52874,53754,51310,3.87M,-2.35%
02/21/2022,54047,53754,55122,53558,3.49M,0.18%
02/18/2022,53949,52679,54145,52679,2.48M,0.73%
02/17/2022,53558,53558,53558,52483,3.33M,0.18%
02/16/2022,53461,52972,54633,52776,3.57M,1.48%
02/15/2022,52679,50920,52679,50822,2.87M,3.06%
02/14/2022,51115,50529,52288,50529,3.00M,-1.69%
2/11/2022,51995,52190,52386,51701,2.04M,-1.48%
2/10/2022,52776,52776,52776,51310,2.61M,0.18%
2/9/2022,52679,49649,52679,49258,4.68M,6.10%
2/8/2022,49649,48867,50138,47987,3.45M,1.60%
2/7/2022,48867,49356,49454,48672,2.37M,0.00%
01/28/2022,48867,48427,49063,47450,3.34M,0.00%
01/27/2022,48867,49356,49356,48085,1.95M,-1.96%
01/26/2022,49844,50822,50822,48965,4.58M,-1.92%
01/25/2022,50822,47890,50822,45446,5.28M,5.69%
01/24/2022,48085,50822,51213,48085,5.67M,-6.99%
01/21/2022,51701,52581,52874,50431,3.92M,-1.67%
01/20/2022,52581,50822,53265,50431,5.53M,4.06%
01/19/2022,50529,47890,51213,47890,6.91M,5.51%
01/18/2022,47890,49063,51799,47890,6.16M,-6.84%
01/17/2022,51408,55708,56002,51408,6.39M,-6.90%
01/14/2022,55220,51897,56588,51897,3.23M,2.73%
01/13/2022,53754,56686,56686,52386,5.89M,-4.35%
1/12/2022,56197,55708,57565,53754,16.25M,-2.71%
1/11/2022,57761,59325,60888,57663,6.89M,-2.64%
1/10/2022,59325,63136,63429,59325,9.58M,-6.76%
1/7/2022,63625,63723,64505,62550,6.37M,0.93%
1/6/2022,63039,63332,64700,62159,5.39M,-0.77%
1/5/2022,63527,63039,65482,62843,7.07M,1.25%
1/4/2022,62745,62452,64016,61573,6.45M,0.00%
12/31/2021,62745,60791,62745,59716,3.19M,2.72%
12/30/2021,61084,62061,62550,60107,4.11M,-1.26%
12/29/2021,61866,62354,63332,61084,5.62M,0.48%
12/28/2021,61573,61573,62061,60595,4.10M,1.13%
12/27/2021,60888,59422,60888,57175,6.24M,2.63%
12/24/2021,59325,59227,60986,59031,3.49M,0.17%
12/23/2021,59227,62257,62452,57956,9.65M,-4.87%
12/22/2021,62257,64211,65384,62257,7.53M,-2.30%
12/21/2021,63723,61084,64016,60204,6.61M,4.32%
12/20/2021,61084,63527,63527,60400,7.78M,-3.55%
12/17/2021,63332,64602,65873,62550,6.05M,-0.46%
12/16/2021,63625,59618,63723,59031,9.95M,6.72%
12/15/2021,59618,59129,60986,57663,6.21M,1.50%
12/14/2021,58738,58641,60009,57859,6.30M,0.50%
12/13/2021,58445,55611,58445,54829,13.57M,6.98%
12/10/2021,54633,53754,55024,53558,4.72M,1.64%
12/9/2021,53754,52581,53852,52386,3.29M,1.66%
12/8/2021,52874,53461,54633,52288,3.80M,-1.10%
12/7/2021,53461,52288,53754,50138,7.88M,3.40%
12/6/2021,51701,55318,55708,51701,6.77M,-6.87%
12/3/2021,55513,56881,58152,55513,5.53M,-1.04%
12/2/2021,56099,54242,56881,53656,7.89M,3.99%
12/1/2021,53949,54340,55415,53265,2.94M,-1.08%
11/30/2021,54536,53852,55220,53070,3.57M,2.20%
11/29/2021,53363,52386,55513,52288,2.85M,-1.44%
11/26/2021,54145,56490,57077,53265,5.16M,-2.81%
11/25/2021,55708,53949,56686,53558,3.32M,3.64%
11/24/2021,53754,53656,54047,51995,3.42M,4.14%
11/23/2021,51617,49867,51617,48642,5.94M,2.08%
11/22/2021,50567,53716,53979,50567,9.03M,-6.92%
11/19/2021,54329,58178,58266,53716,7.58M,-5.91%
11/18/2021,57741,57303,58266,56341,4.32M,2.48%
11/17/2021,56341,55729,57303,55379,4.80M,1.10%
11/16/2021,55729,56428,57566,55379,11.72M,-4.21%
11/15/2021,58178,60365,60978,55466,9.67M,-2.21%
11/12/2021,59490,58616,59490,57128,5.91M,3.97%
11/11/2021,57216,54241,57216,54241,8.34M,6.86%
11/10/2021,53541,53804,54679,52754,5.35M,-0.33%
11/9/2021,53716,53629,54679,53191,5.71M,0.99%
11/8/2021,53191,51354,53716,50567,5.44M,3.58%
11/5/2021,51354,52579,53104,51179,7.21M,-2.33%
11/4/2021,52579,50829,53804,50304,7.24M,3.80%
11/3/2021,50654,57566,57653,50654,11.71M,-6.91%
11/2/2021,54416,51442,54416,51004,7.95M,6.87%
11/1/2021,50917,52492,52842,49605,8.10M,0.34%
10/29/2021,50742,53191,53891,50742,8.66M,-2.85%
10/28/2021,52229,49605,52492,49605,5.88M,5.66%
10/27/2021,49430,48905,49692,48467,7.15M,3.29%
10/26/2021,47855,46805,48030,46630,5.73M,1.30%
10/25/2021,47242,47417,49692,46892,5.92M,-0.37%
10/22/2021,47417,45055,47417,44530,6.34M,6.27%
10/21/2021,44618,45493,46368,44443,7.84M,0.59%
10/20/2021,44355,42868,45318,42868,7.92M,3.47%
10/19/2021,42868,43043,43043,42343,4.46M,-0.91%
10/18/2021,43262,41162,43612,41162,6.97M,5.89%
10/15/2021,40856,40856,41468,40506,3.80M,0.00%
10/14/2021,40856,39631,41381,39369,6.85M,4.94%
10/13/2021,38931,38231,39281,38056,3.72M,2.53%
10/12/2021,37969,38231,38713,37838,3.20M,-0.69%
10/11/2021,38231,38669,39369,38188,3.14M,-0.68%
10/8/2021,38494,38144,38888,38056,2.95M,1.62%
10/7/2021,37881,37881,38406,37575,3.00M,-0.12%
10/6/2021,37925,37138,37925,37138,3.39M,2.60%
10/5/2021,36963,36394,37138,36175,1.68M,1.56%
10/4/2021,36394,35869,36657,35651,1.66M,0.73%
10/1/2021,36132,36482,36569,36000,1.93M,-1.55%
09/30/2021,36700,36744,37182,36613,1.98M,0.00%
09/29/2021,36700,36744,37182,36525,1.24M,-1.30%
09/28/2021,37182,35432,37182,35432,2.72M,3.66%
09/27/2021,35869,36832,36832,35869,1.81M,-2.96%
09/24/2021,36963,36963,37619,36394,1.41M,0.00%
09/23/2021,36963,36744,37444,36744,2.74M,0.60%
09/22/2021,36744,36657,36744,35957,2.77M,0.24%
09/21/2021,36657,36700,36919,35869,3.60M,-1.30%
09/20/2021,37138,38756,38756,37007,2.49M,-2.75%
09/17/2021,38188,37531,38494,37531,1.89M,1.51%
09/16/2021,37619,37007,37794,36963,1.81M,0.94%
09/15/2021,37269,36832,37488,36482,1.62M,1.19%
09/14/2021,36832,37794,37881,36744,2.41M,-2.55%
09/13/2021,37794,38144,38494,37663,1.87M,-1.82%
9/10/2021,38494,39106,39106,38188,1.86M,-0.68%
9/9/2021,38756,38931,38931,38363,1.99M,0.68%
9/8/2021,38494,38581,39194,38144,2.25M,-0.90%
9/7/2021,38844,40069,40069,38363,4.07M,-2.84%
9/6/2021,39981,38363,40375,38100,5.63M,5.54%
9/1/2021,37881,38013,38013,37663,2.14M,-0.46%
08/31/2021,38056,38056,38406,37444,3.93M,0.00%
08/30/2021,38056,37488,38319,37050,3.65M,2.59%
08/27/2021,37094,36350,37094,35957,2.38M,1.68%
08/26/2021,36482,36438,36832,36175,1.77M,0.48%
08/25/2021,36307,35869,36394,35869,1.45M,1.34%
08/24/2021,35826,36132,36307,35476,2.59M,0.49%
08/23/2021,35651,35257,36219,35082,2.67M,-0.37%
08/20/2021,35782,36919,37007,34994,5.70M,-2.85%
08/19/2021,36832,36613,37094,36525,2.71M,0.24%
08/18/2021,36744,36875,37794,36307,5.07M,-0.59%
08/17/2021,36963,37619,37881,36832,5.19M,-2.87%
08/16/2021,38056,38406,39106,37969,3.77M,0.11%
08/13/2021,38013,37007,38013,36657,4.98M,2.23%
8/12/2021,37182,36919,38056,36832,5.60M,-0.12%
8/11/2021,37225,38669,39019,37182,7.74M,-4.17%
8/10/2021,38844,39019,39019,38581,2.44M,-0.45%
8/9/2021,39019,38231,39369,38231,4.31M,1.83%
8/6/2021,38319,38144,39631,38056,5.50M,0.00%
8/5/2021,38319,37794,38319,37794,3.12M,0.57%
8/4/2021,38100,37881,38931,37619,3.61M,0.23%
8/3/2021,38013,37444,38013,37225,5.42M,1.76%
8/2/2021,37357,37619,37969,37182,4.33M,-2.29%
07/30/2021,38231,36744,38231,36569,6.48M,4.05%
07/29/2021,36744,36307,36744,35957,4.69M,1.45%
07/28/2021,36219,35957,36657,35869,2.53M,-0.24%
07/27/2021,36307,36700,36919,35913,5.60M,-1.31%
07/26/2021,36788,34557,37007,34295,4.74M,6.19%
07/23/2021,34644,34994,35826,34644,3.81M,-1.00%
07/22/2021,34994,33201,35388,33026,7.98M,4.85%
07/21/2021,33376,33245,33638,32851,1.40M,0.13%
07/20/2021,33332,32589,33332,32589,1.32M,1.60%
07/19/2021,32807,31932,33638,31932,3.96M,0.81%
07/16/2021,32545,32195,32764,32195,1.49M,1.36%
07/15/2021,32107,32151,32545,31845,1.57M,-0.81%
07/14/2021,32370,32370,32501,31582,1.10M,-0.14%
07/13/2021,32414,32282,32414,31932,1.86M,0.14%
7/12/2021,32370,33157,33157,31364,2.66M,-2.63%
7/9/2021,33245,33245,33245,32195,1.97M,0.40%
7/8/2021,33113,32632,33420,32545,1.96M,1.47%
7/7/2021,32632,33070,33245,32064,3.04M,-1.32%
7/6/2021,33070,34120,34251,33070,3.12M,-2.70%
7/5/2021,33988,34382,34426,33682,2.14M,-1.40%
7/2/2021,34469,34469,34907,34207,1.97M,0.00%
7/1/2021,34469,34207,34557,34120,2.60M,1.02%
06/30/2021,34120,34251,34819,34120,2.16M,0.52%
06/29/2021,33945,33420,34032,33420,1.98M,1.57%
06/28/2021,33420,33770,33770,33245,2.77M,-0.78%
06/25/2021,33682,33507,33857,33507,1.63M,-0.26%
06/24/2021,33770,33770,34163,33420,1.87M,0.00%
06/23/2021,33770,34469,34469,33507,3.70M,-2.03%
06/22/2021,34469,35169,35169,34469,1.94M,-0.88%
06/21/2021,34776,34907,35519,34732,3.15M,-0.38%
06/18/2021,34907,34120,34951,34032,5.34M,2.97%
06/17/2021,33901,33595,34557,33245,2.14M,0.00%
06/16/2021,33901,34295,34513,33857,2.24M,-1.27%
06/15/2021,34338,33945,34557,33726,2.51M,0.90%
06/14/2021,34032,34207,34557,33682,3.47M,-0.38%
6/11/2021,34163,33726,34513,33595,2.55M,1.43%
6/10/2021,33682,33332,33770,33157,2.96M,0.78%
6/9/2021,33420,32807,33420,32020,4.40M,1.87%
6/8/2021,32807,33945,34557,32764,4.99M,-2.85%
6/7/2021,33770,35169,35169,33245,3.97M,-3.98%
6/4/2021,35169,36307,36394,34994,4.41M,-1.95%
6/3/2021,35869,35869,36307,35344,3.39M,0.00%
6/2/2021,35869,35519,36307,34994,4.07M,0.12%
6/1/2021,35826,34163,36482,34163,6.35M,5.00%
05/31/2021,34120,33420,34207,33070,4.67M,2.09%
05/28/2021,33420,33332,33682,33070,3.78M,0.26%
05/27/2021,33332,33945,34557,33288,5.54M,-1.42%
05/26/2021,33813,33507,34338,33157,2.64M,0.13%
05/25/2021,33770,33595,34032,33376,4.72M,1.58%
05/24/2021,33245,33157,33638,32545,13.78M,2.56%
05/21/2021,32414,32020,32764,32020,3.10M,0.41%
05/20/2021,32282,32370,32982,32239,1.87M,-0.27%
05/19/2021,32370,31407,32370,30795,3.00M,2.78%
05/18/2021,31495,31889,32326,31495,3.47M,-0.86%
05/17/2021,31768,32892,32935,31725,5.16M,-3.67%
05/14/2021,32978,33281,33799,32935,2.86M,-0.91%
05/13/2021,33281,34145,34318,33281,1.89M,-2.90%
5/12/2021,34275,33454,34491,33454,2.05M,2.99%
5/11/2021,33281,33626,34837,33021,4.91M,-1.03%
5/10/2021,33626,33540,33972,33108,1.91M,0.26%
5/7/2021,33540,32848,33713,32416,3.02M,1.04%
5/6/2021,33194,32935,33972,32503,3.48M,0.00%
5/5/2021,33194,33281,33626,32935,2.17M,-0.26%
5/4/2021,33281,30947,33367,30947,4.64M,6.06%
04/29/2021,31379,30687,31854,30515,7.94M,2.83%
04/28/2021,30515,30212,30687,29866,1.42M,0.86%
04/27/2021,30255,30082,30255,29693,1.24M,0.00%
04/26/2021,30255,30515,30601,30082,2.31M,0.14%
04/23/2021,30212,29218,30428,28872,1.78M,2.49%
04/22/2021,29477,30082,30169,29391,1.47M,-1.73%
04/20/2021,29996,30212,30255,29391,1.72M,0.58%
04/19/2021,29823,29434,30515,29434,2.01M,0.88%
04/16/2021,29564,29477,29996,29045,2.28M,-1.30%
04/15/2021,29953,30601,30601,29823,2.51M,-1.98%
04/14/2021,30558,30169,30687,30126,1.54M,0.14%
04/13/2021,30515,31292,31552,30515,1.05M,-2.48%
4/12/2021,31292,30515,31725,30255,3.85M,3.87%
4/9/2021,30126,29909,30126,29909,1.08M,0.15%
4/8/2021,30082,29909,30255,29823,993.60K,-0.57%
4/7/2021,30255,30169,30255,29909,1.14M,0.00%
4/6/2021,30255,30515,30515,29996,666.10K,-0.85%
4/5/2021,30515,30687,30774,30082,1.43M,-0.56%
4/2/2021,30687,30687,30860,30342,950.40K,0.28%
4/1/2021,30601,30169,30687,30169,1.52M,1.14%
03/31/2021,30255,30082,30255,29823,909.50K,0.58%
03/30/2021,30082,29737,30255,29737,981.50K,0.00%
03/29/2021,30082,29607,30082,29218,1.40M,2.05%
03/26/2021,29477,29520,29693,28526,1.49M,-0.58%
03/25/2021,29650,29477,29823,29391,1.17M,0.59%
03/24/2021,29477,29391,30082,29391,1.15M,-3.32%
03/23/2021,30489,31013,31013,30445,869.08K,-1.69%
03/22/2021,31013,31101,31275,30795,1.20M,-0.14%
03/19/2021,31057,30052,31363,30009,1.31M,4.10%
03/18/2021,29834,30751,30795,29834,1.97M,-2.01%
03/17/2021,30445,30620,30926,30402,1.10M,-1.55%
03/16/2021,30926,31101,31363,30620,741.41K,-0.70%
03/15/2021,31144,31450,31537,31144,919.16K,-1.25%
3/12/2021,31537,31013,31931,30577,2.11M,1.69%
3/11/2021,31013,30751,31188,30620,1.05M,2.01%
3/10/2021,30402,30577,30751,29703,2.04M,-0.14%
3/9/2021,30445,30577,31013,30227,1.76M,-2.11%
3/8/2021,31101,31013,31363,30839,1.90M,0.28%
3/5/2021,31013,31101,31450,30664,1.63M,-0.70%
3/4/2021,31232,31800,31800,30140,1.99M,-1.24%
3/3/2021,31625,31363,31800,31188,2.04M,0.84%
3/2/2021,31363,32324,32498,31101,2.33M,-2.71%
3/1/2021,32236,31625,32236,31188,2.33M,1.93%
02/26/2021,31625,29703,32018,29703,1.82M,-0.41%
02/25/2021,31756,31625,32105,31319,2.17M,1.68%
02/24/2021,31232,31450,32324,30839,2.46M,-0.97%
02/23/2021,31537,31450,31756,31275,2.13M,0.42%
02/22/2021,31406,31843,32018,31406,2.05M,-1.91%
02/19/2021,32018,32149,32324,31712,2.03M,-0.95%
02/18/2021,32324,31013,32630,30227,3.68M,5.71%
02/17/2021,30577,29353,30708,29353,2.75M,4.79%
2/9/2021,29179,28218,29528,27432,2.85M,3.41%
2/8/2021,28218,29965,30183,28218,1.42M,-6.38%
2/5/2021,30140,28392,30183,28392,1.44M,6.15%
2/4/2021,28392,28742,28917,27956,845.76K,0.00%
2/3/2021,28392,28392,29266,27956,1.55M,1.40%
2/2/2021,27999,27344,28480,26864,1.42M,0.16%
2/1/2021,27956,28392,28480,27082,1.87M,-1.54%
01/29/2021,28392,26733,29004,26733,2.22M,2.69%
01/28/2021,27650,27956,28392,27650,1.88M,-6.91%
01/27/2021,29703,28917,30795,28917,2.58M,0.30%
01/26/2021,29616,30751,31450,29528,2.39M,-3.69%
01/25/2021,30751,29616,30970,29353,5.04M,3.68%
01/22/2021,29659,28829,29790,28480,2.63M,3.82%
01/21/2021,28567,28130,29179,27300,1.70M,2.83%
01/20/2021,27781,27868,28218,26558,817.35K,-0.31%
01/19/2021,27868,28829,29266,26820,2.38M,-3.33%
01/18/2021,28829,29353,29397,27475,1.09M,-1.79%
01/15/2021,29353,28786,29703,28786,1.48M,1.97%
01/14/2021,28786,28392,29266,28218,1.72M,-0.15%
01/13/2021,28829,29528,29572,28305,2.50M,-2.94%
1/12/2021,29703,30140,30402,29266,1.17M,-1.16%
1/11/2021,30052,28829,30751,28742,2.41M,4.24%
1/8/2021,28829,29266,29266,28436,1.17M,-1.20%
1/7/2021,29179,27825,29441,27344,1.87M,4.87%
1/6/2021,27825,26121,27825,26121,2.78M,6.88%
1/5/2021,26034,25728,26034,25728,1.28M,0.17%
1/4/2021,25990,25684,26077,25597,1.27M,0.85%
12/31/2020,25772,25815,25859,25641,792.91K,-0.17%
12/30/2020,25815,26558,26558,25772,1.12M,0.17%
12/29/2020,25772,25335,26121,25335,2.21M,1.37%
12/28/2020,25422,25597,25684,25335,1.08M,-0.34%
12/25/2020,25510,25553,25553,25116,883.31K,-0.17%
12/24/2020,25553,25859,25859,25160,1.11M,-0.85%
12/23/2020,25772,25684,25990,25553,1.29M,0.51%
12/22/2020,25641,25597,25684,25335,1.59M,0.00%
12/21/2020,25641,25684,25684,25510,1.61M,0.00%
12/18/2020,25641,25466,25684,25247,1.38M,1.21%
12/17/2020,25335,25422,25510,24898,1.87M,-0.68%
12/16/2020,25510,25597,25684,25466,1.25M,0.00%
12/15/2020,25510,25335,25597,25291,971.16K,0.17%
12/14/2020,25466,25466,25728,25291,1.87M,0.70%
12/11/2020,25289,25289,25375,25030,1.10M,0.00%
12/10/2020,25289,25332,25375,25030,1.20M,0.34%
12/9/2020,25203,24901,25375,24901,1.31M,0.51%
12/8/2020,25074,25117,25117,24858,1.46M,-0.17%
12/7/2020,25117,25461,25461,24858,1.00M,-1.02%
12/4/2020,25375,25461,25461,25203,1.26M,-0.17%
12/3/2020,25418,25375,25590,25203,776.36K,0.17%
12/2/2020,25375,25117,25461,24772,1.72M,1.03%
12/1/2020,25117,24127,25117,24127,972.00K,1.39%
11/30/2020,24772,24729,25074,24686,1.15M,0.52%
11/27/2020,24643,24471,24729,24428,871.73K,0.88%
11/26/2020,24428,24428,24471,24213,882.85K,0.18%
11/25/2020,24385,24514,24514,24256,711.85K,-0.18%
11/24/2020,24428,24600,24600,24342,675.63K,-0.70%
11/23/2020,24600,24557,24600,24342,914.61K,0.53%
11/20/2020,24471,24170,24471,23654,1.52M,1.25%
11/19/2020,24170,24643,24643,24170,1.16M,-1.58%
11/18/2020,24557,24643,24643,24428,835.90K,-0.17%
11/17/2020,24600,24514,24686,24385,1.02M,0.70%
11/16/2020,24428,24213,24471,24213,738.41K,0.00%
11/13/2020,24428,24428,24471,24170,683.90K,0.71%
11/12/2020,24256,24170,24342,24041,585.59K,0.36%
11/11/2020,24170,23396,24213,23353,1.36M,2.93%
11/10/2020,23482,23482,23525,23310,914.74K,0.18%
11/9/2020,23439,23396,23439,23224,1.10M,0.18%
11/6/2020,23396,23482,23482,23224,684.49K,-0.37%
11/5/2020,23482,23267,23568,23224,672.03K,0.74%
11/4/2020,23310,23224,23654,23224,1.05M,-0.37%
11/3/2020,23396,23310,23396,23181,872.22K,0.37%
11/2/2020,23310,23482,23482,23224,630.80K,-0.37%
10/30/2020,23396,23310,23396,23138,991.82K,0.74%
10/29/2020,23224,23052,23224,22966,1.13M,0.75%
10/28/2020,23052,23009,23267,22837,1.37M,0.37%
10/27/2020,22966,23009,23138,22751,686.01K,-0.19%
10/26/2020,23009,22880,23138,22751,911.02K,0.00%
10/23/2020,23009,22966,23052,22751,526.39K,0.75%
10/22/2020,22837,22966,23052,22708,519.60K,-0.93%
10/21/2020,23052,23396,23568,23052,891.57K,-0.92%
10/20/2020,23267,23224,23267,22966,279.53K,0.19%
10/19/2020,23224,22837,23310,22837,1.32M,1.69%
10/16/2020,22837,22794,22923,22708,1.01M,0.19%
10/15/2020,22794,22794,22966,22708,832.69K,0.00%
10/14/2020,22794,22880,22880,22751,503.92K,-0.38%
10/13/2020,22880,22794,22880,22708,716.57K,0.38%
10/12/2020,22794,22923,22923,22536,931.76K,-0.56%
10/9/2020,22923,22794,22923,22622,959.27K,0.57%
10/8/2020,22794,22837,22923,22708,937.79K,-0.19%
10/7/2020,22837,22622,22880,22536,740.97K,0.57%
10/6/2020,22708,22966,23052,22364,943.46K,-0.38%
10/5/2020,22794,22708,23009,22364,1.37M,1.92%
10/2/2020,22364,22708,22708,22149,727.62K,-0.95%
10/1/2020,22579,22192,22751,22020,1.23M,1.94%
09/30/2020,22149,22020,22192,21891,666.65K,0.59%
09/29/2020,22020,22192,22192,21504,959.22K,0.00%
09/28/2020,22020,21891,22063,21848,1.10M,0.39%
09/25/2020,21934,22106,22106,21805,1.04M,0.00%
09/24/2020,21934,22063,22321,21848,826.48K,-0.57%
09/23/2020,22059,22295,22295,22020,956.81K,0.00%
09/22/2020,22059,21981,22138,21824,1.16M,0.36%
09/21/2020,21981,22373,22491,21902,1.12M,-1.75%
09/18/2020,22373,22138,22373,22059,660.56K,1.06%
09/17/2020,22138,22373,22373,22059,657.43K,-0.70%
09/16/2020,22295,22295,22334,22020,1.73M,0.53%
09/15/2020,22177,21981,22334,21942,1.28M,1.07%
09/14/2020,21942,22177,22177,21824,1.45M,-0.18%
9/11/2020,21981,21588,22099,21471,1.88M,1.82%
9/10/2020,21588,21549,21628,21392,1.31M,0.36%
9/9/2020,21510,21588,21588,21274,632.90K,-0.36%
9/8/2020,21588,21667,21667,21274,1.20M,-0.36%
9/7/2020,21667,21667,21824,21431,1.07M,0.00%
9/4/2020,21667,21353,21667,21274,1.08M,0.55%
9/3/2020,21549,21942,21942,21471,1.68M,-0.72%
9/1/2020,21706,21510,21745,21510,750.31K,0.18%
08/31/2020,21667,21902,21902,21549,1.97M,-1.08%
08/28/2020,21902,21667,21981,21588,1.18M,1.09%
08/27/2020,21667,21628,21981,21549,1.87M,0.55%
08/26/2020,21549,21353,21628,21314,2.50M,0.37%
08/25/2020,21471,21353,21706,21314,1.40M,0.00%
08/24/2020,21471,21392,21588,21274,1.77M,0.55%
08/21/2020,21353,21117,21431,21117,2.02M,1.12%
08/20/2020,21117,20999,21196,20921,1.12M,0.56%
08/19/2020,20999,20764,21039,20568,1.38M,1.33%
08/18/2020,20725,20685,20725,20489,1.02M,0.00%
08/17/2020,20725,20803,20803,20489,1.19M,-0.38%
08/14/2020,20803,21039,21039,20568,1.88M,-1.12%
08/13/2020,21039,21039,21039,20725,1.44M,0.00%
8/12/2020,21039,20960,21078,20803,1.59M,0.37%
8/11/2020,20960,20960,21078,20568,1.76M,0.38%
8/10/2020,20882,20293,20921,20254,3.94M,2.90%
8/7/2020,20293,20136,20293,19979,1.09M,0.78%
8/6/2020,20136,20097,20136,19900,1.81M,0.20%
8/5/2020,20097,19940,20214,19704,1.75M,1.19%
8/4/2020,19861,19979,20018,19783,345.16K,0.00%
8/3/2020,19861,19626,19940,19390,472.89K,1.20%
07/31/2020,19626,19783,20018,19469,1.47M,-1.19%
07/30/2020,19861,19783,19940,19547,1.13M,0.40%
07/29/2020,19783,20097,20254,19469,1.09M,-1.56%
07/28/2020,20097,19940,20136,19390,1.02M,0.79%
07/27/2020,19940,19626,20214,19547,1.42M,-1.17%
07/24/2020,20175,19979,20293,19390,3.00M,0.98%
07/23/2020,19979,19940,20018,19704,1.09M,0.20%
07/22/2020,19940,19626,20018,19626,618.03K,0.40%
07/21/2020,19861,19783,19861,19547,907.80K,0.40%
07/20/2020,19783,19900,19900,19586,604.38K,-0.59%
07/17/2020,19900,19665,19900,19547,397.78K,0.80%
07/16/2020,19743,19940,20018,19665,503.51K,-1.18%
07/15/2020,19979,20214,20214,19783,414.72K,-0.20%
07/14/2020,20018,19861,20018,19626,1.48M,0.00%
07/13/2020,20018,20293,20332,19822,1.29M,-1.35%
7/10/2020,20293,20332,20332,19861,1.64M,-0.19%
7/9/2020,20332,19783,20332,19626,2.47M,2.78%
7/8/2020,19783,19783,19979,19547,1.04M,-0.79%
7/7/2020,19940,20097,20097,19626,946.26K,-0.20%
7/6/2020,19979,20018,20057,19783,1.08M,0.39%
7/3/2020,19900,19940,20018,19626,2.35M,0.59%
7/2/2020,19783,19704,19940,19390,1.26M,1.20%
7/1/2020,19547,19233,19626,19115,1.29M,1.63%
06/30/2020,19233,19586,19586,18998,685.60K,-0.81%
06/29/2020,19390,19704,19704,19155,869.09K,-1.59%
06/26/2020,19704,19547,19743,19351,1.10M,1.21%
06/25/2020,19469,19233,19469,18841,2.40M,0.81%
06/24/2020,19312,19626,19626,19312,1.51M,-1.60%
06/23/2020,19626,19900,19900,19469,2.86M,-1.38%
06/22/2020,19900,19940,19979,19586,1.03M,-0.20%
06/19/2020,19940,19390,20018,19312,2.80M,2.01%
06/18/2020,19547,19547,19547,19272,641.84K,0.00%
06/17/2020,19547,19626,19626,19272,889.11K,0.00%
06/16/2020,19547,19547,19547,18998,795.73K,0.81%
06/15/2020,19390,19626,19783,18841,1.96M,-1.20%
6/12/2020,19626,19233,19626,18605,1.62M,0.00%
6/11/2020,19626,20097,20411,19233,3.12M,-2.34%
6/10/2020,20097,19076,20175,18880,4.27M,5.35%
6/9/2020,19076,19076,19351,18723,2.01M,0.21%
6/8/2020,19037,19037,19233,18762,1.67M,0.00%
6/5/2020,19037,18841,19037,18448,991.29K,1.80%
6/4/2020,18700,18161,18854,17931,1.86M,2.97%
6/3/2020,18161,18123,18238,18008,790.68K,-1.02%
6/2/2020,18348,18465,18543,17686,1.33M,0.00%
6/1/2020,18348,18076,18465,18076,929.67K,1.51%
05/29/2020,18076,18192,18192,17881,1.16M,-0.64%
05/28/2020,18192,18076,18270,17998,975.70K,0.86%
05/27/2020,18037,18387,18699,18037,1.20M,-1.91%
05/26/2020,18387,18231,18582,17959,1.28M,2.39%
05/25/2020,17959,18231,18231,17920,497.62K,0.22%
