Date,Price,Open,High,Low,Vol.,Change %
05/22/2020,17920,18387,18465,17881,985.22K,-2.54%
05/21/2020,18387,18076,18582,18076,1.44M,-0.42%
05/20/2020,18465,18621,18621,18154,1.01M,-0.84%
05/19/2020,18621,18543,18699,18076,1.39M,1.70%
05/18/2020,18309,18855,18855,17842,1.45M,-2.89%
05/15/2020,18855,19244,19244,17920,2.84M,-2.02%
05/14/2020,19244,18933,19244,18933,1.03M,0.20%
05/13/2020,19205,18933,19556,18426,1.99M,1.44%
5/12/2020,18933,18543,18933,17920,1.83M,2.97%
5/11/2020,18387,18309,18465,17764,1.28M,2.61%
5/8/2020,17920,17413,18037,17141,1.79M,3.14%
5/7/2020,17374,17491,17491,17141,932.74K,-0.67%
5/6/2020,17491,17530,17530,17258,408.72K,0.22%
5/5/2020,17452,17374,17764,17141,465.46K,-0.44%
5/4/2020,17530,17530,17569,17141,2.09M,0.00%
04/29/2020,17530,16829,17530,16634,1.19M,4.17%
04/28/2020,16829,16751,16829,16439,453.74K,0.70%
04/27/2020,16712,16868,16907,16517,501.21K,-0.69%
04/24/2020,16829,16751,16907,16634,857.04K,-0.23%
04/23/2020,16868,16985,16985,16673,1.09M,0.46%
04/22/2020,16790,16478,16829,16439,762.60K,0.23%
04/21/2020,16751,16751,16829,16206,1.77M,-1.38%
04/20/2020,16985,16439,17141,16439,1.43M,2.35%
04/17/2020,16595,16362,16634,16284,849.97K,1.43%
04/16/2020,16362,16634,16634,16206,764.71K,-1.64%
04/15/2020,16634,16206,16673,16167,762.38K,3.14%
04/14/2020,16128,16595,16829,15660,1.94M,-3.27%
04/13/2020,16673,16868,16907,16673,1.11M,-1.15%
4/10/2020,16868,16868,16985,16517,1.91M,0.23%
4/9/2020,16829,16673,16985,16673,1.23M,1.89%
4/8/2020,16517,15972,16517,15699,1.71M,3.41%
4/7/2020,15972,15582,15972,15388,2.47M,2.50%
4/6/2020,15582,15933,15972,15427,1.45M,0.00%
4/3/2020,15582,16206,16206,15505,1.64M,-3.85%
4/1/2020,16206,15582,16206,15037,853.20K,4.00%
03/31/2020,15582,15115,15894,14375,1.19M,1.52%
03/30/2020,15349,15193,15582,14725,738.29K,-2.96%
03/27/2020,15816,15972,16128,15310,787.35K,-0.98%
03/26/2020,15972,15388,16439,15115,1.73M,3.80%
03/25/2020,15388,14764,15388,14492,2.41M,6.76%
03/24/2020,14414,14180,14414,13790,1.43M,-2.63%
03/23/2020,14803,15894,15894,14803,447.48K,-6.86%
03/20/2020,15894,16245,16245,15699,439.90K,-2.86%
03/19/2020,16362,16673,16673,15543,1.03M,-1.87%
03/18/2020,16673,17141,17452,16128,851.50K,-3.17%
03/17/2020,17219,15972,17219,15972,709.09K,0.45%
03/16/2020,17141,18154,18154,17102,1.05M,-6.78%
03/13/2020,18387,16050,18387,16050,1.07M,6.79%
3/12/2020,17219,17686,17920,17063,919.16K,-5.96%
3/11/2020,18309,19166,19244,17686,630.18K,-3.09%
3/10/2020,18894,18699,19400,18699,570.18K,-0.61%
3/9/2020,19011,19322,19790,19011,529.65K,-6.87%
3/6/2020,20413,20335,20452,20179,645.14K,-0.19%
3/5/2020,20452,20140,20647,20062,957.70K,1.74%
3/4/2020,20101,19945,20140,19712,389.66K,0.00%
3/3/2020,20101,20062,20218,19984,606.03K,0.78%
3/2/2020,19945,19556,19945,19244,692.52K,2.40%
02/28/2020,19478,19400,19634,19322,337.38K,-1.19%
02/27/2020,19712,19049,19751,19049,564.64K,2.43%
02/26/2020,19244,19088,19673,18855,431.49K,-1.00%
02/25/2020,19439,18777,19439,18660,870.01K,1.42%
02/24/2020,19166,19829,20140,19166,621.18K,-5.38%
02/21/2020,20257,20257,20257,19907,836.39K,0.00%
02/20/2020,20257,20764,20764,20101,623.57K,-1.14%
02/19/2020,20491,20218,20569,19907,1.21M,0.38%
02/18/2020,20413,20803,20919,20101,828.81K,-2.24%
02/17/2020,20880,21036,21036,20647,372.99K,-0.37%
02/14/2020,20958,20958,20997,20725,284.13K,0.19%
02/13/2020,20919,20725,20997,20725,395.74K,0.19%
2/12/2020,20880,20296,21114,20257,1.50M,2.68%
2/11/2020,20335,20335,20413,20257,170.45K,-0.38%
2/10/2020,20413,20452,20491,20179,239.38K,-0.57%
2/7/2020,20530,20413,20530,20257,332.22K,0.19%
2/6/2020,20491,20101,20491,19945,490.55K,1.94%
2/5/2020,20101,20140,20335,19945,170.44K,0.00%
2/4/2020,20101,19829,20413,19829,242.60K,0.00%
2/3/2020,20101,20413,20413,19478,423.31K,-2.64%
01/31/2020,20647,21387,21387,20374,478.11K,-3.28%
01/30/2020,21348,21582,21737,21153,367.58K,-2.49%
01/22/2020,21893,21815,22010,21660,1.49M,0.36%
01/21/2020,21815,21660,22010,21387,1.43M,1.45%
01/20/2020,21504,21036,21582,20997,714.31K,2.22%
01/17/2020,21036,21075,21114,20958,170.66K,-0.19%
01/16/2020,21075,21036,21114,20841,231.18K,0.19%
01/15/2020,21036,21036,21114,20958,145.66K,-0.55%
01/14/2020,21153,21075,21192,20958,197.41K,0.37%
01/13/2020,21075,20530,21075,20530,851.73K,2.85%
1/10/2020,20491,20491,20608,19945,660.59K,0.00%
1/9/2020,20491,20608,20725,20374,401.25K,-0.19%
1/8/2020,20530,20647,20725,20491,235.98K,-0.57%
1/7/2020,20647,20803,21036,20647,300.02K,-0.75%
1/6/2020,20803,21270,21270,20725,222.09K,-1.11%
1/3/2020,21036,21387,21426,20997,559.24K,-1.82%
1/2/2020,21426,21426,21504,21036,568.87K,0.00%
12/31/2019,21426,21426,21660,21348,688.22K,0.00%
12/30/2019,21426,21348,21582,21231,660.54K,0.55%
12/27/2019,21309,21231,21309,21036,279.91K,0.18%
12/26/2019,21270,21270,21309,21153,295.38K,-0.18%
12/25/2019,21309,21192,21309,21036,357.85K,0.55%
12/24/2019,21192,20919,21192,20841,447.30K,1.30%
12/23/2019,20919,20491,20919,20452,515.24K,2.09%
12/20/2019,20491,20647,20686,20452,262.78K,-0.75%
12/19/2019,20647,20841,21192,20452,515.51K,-1.67%
12/18/2019,20997,20880,21036,20647,565.22K,0.75%
12/17/2019,20841,21036,21192,20841,279.27K,-1.29%
12/16/2019,21114,21309,21348,20958,308.02K,-0.91%
12/13/2019,21309,21348,21387,21231,201.56K,-0.18%
12/12/2019,21348,21426,21465,21231,271.84K,-0.54%
12/11/2019,21465,21582,21582,21231,383.46K,0.47%
12/10/2019,21365,21442,21518,21174,244.47K,-0.18%
12/9/2019,21403,21212,21556,21135,966.47K,0.90%
12/6/2019,21212,21135,21212,21020,328.98K,0.36%
12/5/2019,21135,21097,21174,20982,352.24K,0.18%
12/4/2019,21097,21059,21135,20944,281.48K,0.18%
12/3/2019,21059,21174,21174,20906,258.22K,-0.54%
12/2/2019,21174,21135,21250,21020,240.22K,0.18%
11/29/2019,21135,20906,21212,20867,524.45K,0.73%
11/28/2019,20982,21365,21365,20982,348.11K,-1.79%
11/27/2019,21365,21442,21518,21212,317.83K,-0.36%
11/26/2019,21442,21174,21442,21174,315.16K,1.27%
11/25/2019,21174,21365,21518,21135,332.05K,-0.90%
11/22/2019,21365,21633,21748,21212,578.61K,-1.24%
11/21/2019,21633,21442,21633,21442,472.53K,0.36%
11/20/2019,21556,21518,21595,21442,341.63K,-0.35%
11/19/2019,21633,21595,21671,21403,422.40K,0.00%
11/18/2019,21633,21595,21633,21556,202.17K,-0.18%
11/15/2019,21671,21556,21671,21442,307.47K,0.53%
11/14/2019,21556,21633,21710,21288,1.30M,-0.53%
11/13/2019,21671,21671,21710,21595,134.80K,0.00%
11/12/2019,21671,21480,21748,21442,534.69K,0.71%
11/11/2019,21518,21748,21786,21480,851.67K,-1.23%
11/8/2019,21786,21863,21901,21710,371.84K,-0.18%
11/7/2019,21824,21901,21978,21748,648.37K,-0.18%
11/6/2019,21863,21939,21978,21748,736.56K,-0.35%
11/5/2019,21939,21824,22016,21710,854.94K,0.53%
11/4/2019,21824,22054,22093,21824,536.81K,-0.87%
11/1/2019,22016,21863,22054,21786,893.93K,0.70%
10/31/2019,21863,21901,22131,21863,336.13K,-0.52%
10/30/2019,21978,21863,22131,21748,457.19K,0.70%
10/29/2019,21824,21901,22246,21786,821.45K,-0.87%
10/28/2019,22016,22054,22361,22016,518.53K,0.52%
10/25/2019,21901,21824,21978,21748,261.92K,0.35%
10/24/2019,21824,21978,22207,21748,1.10M,-0.52%
10/23/2019,21939,21556,22016,21480,888.43K,1.60%
10/22/2019,21595,21442,21633,21442,252.34K,0.53%
10/21/2019,21480,21671,21939,21403,1.14M,-2.27%
10/18/2019,21978,22131,22131,21901,257.14K,0.00%
10/17/2019,21978,22016,22054,21748,731.30K,-0.52%
10/16/2019,22093,22131,22322,22016,695.95K,0.00%
10/15/2019,22093,21978,22131,21824,686.05K,0.17%
10/14/2019,22054,22207,22246,21901,400.50K,-0.52%
10/11/2019,22169,22016,22361,21978,726.60K,0.87%
10/10/2019,21978,22207,22514,21824,440.52K,-1.03%
10/9/2019,22207,22399,22399,22131,460.25K,-1.19%
10/8/2019,22475,21786,22590,21786,1.06M,2.62%
10/7/2019,21901,22169,22207,21901,307.76K,-1.38%
10/4/2019,22207,22131,22399,21824,1.19M,0.69%
10/3/2019,22054,21824,22131,21671,508.37K,0.70%
10/2/2019,21901,21748,22054,21595,941.53K,0.70%
10/1/2019,21748,21212,21824,21135,1.31M,2.16%
09/30/2019,21288,21288,21480,21212,341.88K,-0.54%
09/27/2019,21403,21595,21595,21250,665.09K,-0.36%
09/26/2019,21480,21327,21786,21288,718.59K,1.26%
09/25/2019,21212,21135,21365,21059,350.98K,-0.36%
09/24/2019,21288,21059,21365,20906,952.20K,1.09%
09/23/2019,21059,21518,21556,21059,807.19K,-1.96%
09/20/2019,21480,21748,21824,21480,687.31K,-1.23%
09/19/2019,21748,21786,21901,21633,303.09K,0.00%
09/18/2019,21748,21824,22054,21748,813.30K,-0.87%
09/17/2019,21939,22054,22131,21824,625.06K,-0.52%
09/16/2019,22054,22016,22284,21939,794.87K,0.17%
09/13/2019,22016,21978,22246,21824,862.76K,0.17%
9/12/2019,21978,21710,21978,21710,811.42K,1.23%
9/11/2019,21710,21633,21901,21633,573.05K,0.35%
9/10/2019,21633,21556,21748,21442,582.42K,0.89%
9/9/2019,21442,21595,21595,21365,341.51K,-0.36%
9/6/2019,21518,21403,21633,21403,243.02K,0.36%
9/5/2019,21442,21710,21901,21442,459.42K,-1.06%
9/4/2019,21671,21442,21786,21365,609.73K,2.10%
9/3/2019,21226,21403,21545,21226,522.60K,-0.66%
08/30/2019,21368,21509,21509,21297,584.45K,0.00%
08/29/2019,21368,21474,21509,21262,742.78K,-0.49%
08/28/2019,21474,21262,21580,21155,860.38K,1.17%
08/27/2019,21226,21580,21757,21085,762.57K,-0.66%
08/26/2019,21368,21580,21969,21262,1.07M,-2.11%
08/23/2019,21828,21969,22111,21792,528.11K,-0.64%
08/22/2019,21969,22358,22358,21934,672.91K,-1.58%
08/21/2019,22323,22288,22464,21863,1.02M,0.16%
08/20/2019,22288,22111,22429,22005,968.32K,0.80%
08/19/2019,22111,21757,22146,21722,1.30M,1.46%
08/16/2019,21792,22111,22252,21792,2.00M,-1.28%
08/15/2019,22075,22146,22288,21934,1.33M,-1.27%
08/14/2019,22358,22747,22924,22358,2.05M,-1.56%
08/13/2019,22712,22288,22889,22146,1.72M,1.26%
8/12/2019,22429,22394,22464,22252,738.53K,0.32%
8/9/2019,22358,21651,22783,21615,3.36M,3.27%
8/8/2019,21651,21580,21686,21474,861.88K,0.33%
8/7/2019,21580,21545,21615,21297,1.20M,0.33%
8/6/2019,21509,21226,21615,21226,2.10M,-0.98%
8/5/2019,21722,21934,21934,21651,1.10M,-0.97%
8/2/2019,21934,21722,22075,21651,1.28M,0.00%
8/1/2019,21934,21474,21969,21403,2.71M,2.14%
07/31/2019,21474,21509,21545,21226,890.57K,-0.16%
07/30/2019,21509,21262,21651,21155,2.08M,1.16%
07/29/2019,21262,21120,21332,21049,1.26M,0.67%
07/26/2019,21120,21368,21368,21120,749.83K,-1.16%
07/25/2019,21368,21155,21509,20979,2.36M,1.00%
07/24/2019,21155,20837,21297,20837,2.12M,1.70%
07/23/2019,20802,20766,20872,20696,352.93K,0.17%
07/22/2019,20766,20802,20943,20731,734.95K,-0.17%
07/19/2019,20802,20660,20908,20625,1.18M,1.38%
07/18/2019,20519,20696,20872,20519,691.80K,-0.85%
07/17/2019,20696,20554,20872,20483,746.78K,0.52%
07/16/2019,20589,20802,20943,20589,671.29K,-0.85%
07/15/2019,20766,21014,21014,20766,592.19K,-1.18%
7/12/2019,21014,20943,21085,20802,653.03K,-0.34%
7/11/2019,21085,20872,21085,20837,788.02K,1.36%
7/10/2019,20802,20802,20837,20660,621.00K,0.17%
7/9/2019,20766,20413,20766,20306,1.19M,1.73%
7/8/2019,20413,20448,20554,20306,746.40K,-0.17%
7/5/2019,20448,20448,20519,20306,495.49K,0.00%
7/4/2019,20448,20519,20554,20377,1.00M,-0.34%
7/3/2019,20519,20377,20519,20271,538.21K,0.17%
7/2/2019,20483,20589,20589,20236,667.95K,-0.69%
7/1/2019,20625,20589,20696,20448,652.55K,0.17%
06/28/2019,20589,20236,20589,20200,855.82K,1.04%
06/27/2019,20377,20696,20802,20130,853.67K,-1.54%
06/26/2019,20696,20872,20872,20696,2.07M,-0.85%
06/25/2019,20872,20872,21049,20731,1.78M,-0.34%
06/24/2019,20943,21155,21368,20837,2.16M,-1.82%
06/21/2019,21332,21085,21509,21014,2.40M,1.01%
06/20/2019,21120,20979,21155,20837,2.12M,0.67%
06/19/2019,20979,20943,21085,20872,1.12M,0.17%
06/18/2019,20943,21014,21049,20872,1.07M,-0.34%
06/17/2019,21014,21014,21085,20766,1.39M,0.34%
06/14/2019,20943,20837,21085,20802,1.55M,0.51%
06/13/2019,20837,20766,20979,20625,1.52M,0.34%
6/12/2019,20766,20696,20872,20589,2.10M,0.34%
6/11/2019,20696,21014,21155,20696,1.20M,-1.52%
6/10/2019,21014,21085,21226,20943,1.49M,0.31%
6/7/2019,20949,19968,20949,19968,1.53M,4.36%
6/6/2019,20073,20178,20213,19758,603.67K,0.00%
6/5/2019,20073,20318,20634,19758,1.64M,-0.69%
6/4/2019,20213,20248,20599,20178,1.19M,-0.52%
6/3/2019,20318,20564,20774,20248,1.43M,-1.86%
05/31/2019,20704,21334,21369,20704,673.99K,-2.96%
05/30/2019,21334,21054,21334,20528,1.69M,1.33%
05/29/2019,21054,21544,21685,21054,1.64M,-2.28%
05/28/2019,21544,21614,21649,21439,985.42K,-0.32%
05/27/2019,21614,21614,21790,21579,788.51K,0.00%
05/24/2019,21614,21860,21895,21614,1.03M,-1.12%
05/23/2019,21860,21544,21860,21369,1.75M,1.63%
05/22/2019,21509,21579,21649,21264,980.43K,-0.32%
05/21/2019,21579,21720,21860,21439,873.33K,-0.32%
05/20/2019,21649,21299,21649,21229,1.04M,1.48%
05/17/2019,21334,21614,21930,21264,1.03M,-1.30%
05/16/2019,21614,21790,21895,21509,1.59M,-0.16%
05/15/2019,21649,21229,21720,21089,2.23M,1.98%
05/14/2019,21229,21019,21299,20879,895.55K,0.33%
05/13/2019,21159,20669,21159,20669,1.88M,2.37%
5/10/2019,20669,20388,20809,20318,908.62K,1.72%
5/9/2019,20318,20458,20599,20178,547.86K,0.00%
5/8/2019,20318,20318,20528,20178,564.65K,-1.02%
5/7/2019,20528,20669,20739,20318,756.72K,-0.34%
5/6/2019,20599,20458,20809,20178,1.21M,-1.01%
5/3/2019,20809,20879,21019,20704,720.56K,-0.34%
5/2/2019,20879,20704,20879,20634,1.04M,0.85%
04/26/2019,20704,20809,20809,20528,399.38K,0.17%
04/25/2019,20669,20809,20949,20599,768.00K,-0.84%
04/24/2019,20844,19933,20844,19863,2.70M,4.57%
04/23/2019,19933,19828,20038,19828,441.95K,0.53%
04/22/2019,19828,20038,20073,19828,900.02K,-0.35%
04/19/2019,19898,19933,20178,19863,412.43K,0.00%
04/18/2019,19898,20108,20283,19863,899.91K,-1.05%
04/17/2019,20108,20038,20458,19968,2.39M,0.35%
04/16/2019,20038,20108,20108,19828,555.56K,-0.69%
4/12/2019,20178,20108,20248,19898,773.20K,0.35%
4/11/2019,20108,19793,20178,19618,1.17M,1.41%
4/10/2019,19828,19898,19933,19688,759.70K,-0.70%
4/9/2019,19968,20248,20353,19828,1.14M,-1.38%
4/8/2019,20248,20178,20528,20108,2.22M,0.70%
4/5/2019,20108,19372,20108,19197,2.05M,3.80%
4/4/2019,19372,19127,19407,19057,889.10K,1.28%
4/3/2019,19127,19057,19267,18882,607.32K,0.00%
4/2/2019,19127,19197,19478,19092,589.84K,-0.36%
4/1/2019,19197,19197,19407,19127,580.06K,-0.36%
03/29/2019,19267,19057,19407,18917,634.34K,1.10%
03/28/2019,19057,18497,19197,18497,948.51K,2.64%
03/27/2019,18567,18567,18847,18532,488.49K,-0.38%
03/26/2019,18637,18286,18637,18286,444.30K,1.92%
03/25/2019,18286,18637,18847,18216,553.63K,-3.69%
03/22/2019,18987,18777,19267,18742,466.45K,1.12%
03/21/2019,18777,19337,19407,18777,800.27K,-3.07%
03/20/2019,19372,19407,19407,19057,864.32K,-0.18%
03/19/2019,19407,19618,19688,19197,687.27K,-1.07%
03/18/2019,19618,19618,19828,19548,869.06K,0.00%
03/15/2019,19618,19443,19793,19302,1.15M,0.90%
03/14/2019,19443,18847,19513,18777,1.76M,3.16%
03/13/2019,18847,19057,19162,18847,470.89K,-1.10%
3/12/2019,19057,18707,19057,18707,606.39K,1.49%
3/11/2019,18777,18567,18847,18427,453.49K,1.13%
3/8/2019,18567,18637,18777,18497,591.55K,-0.75%
3/7/2019,18707,18847,18987,18672,453.92K,-0.74%
3/6/2019,18847,18987,19057,18812,225.18K,-0.37%
3/5/2019,18917,19127,19127,18847,468.76K,-1.10%
3/4/2019,19127,18707,19127,18637,1.08M,2.25%
3/1/2019,18707,18497,18777,18497,365.80K,1.14%
