Date,Price,Open,High,Low,Vol.,Change %
04/14/2022,70249,71221,71415,69957,3.68M,-1.09%
04/13/2022,71026,71123,71318,70152,3.83M,0.14%
4/12/2022,70929,72775,72969,70929,4.36M,-2.80%
4/8/2022,72969,72969,73844,72387,4.47M,0.13%
4/7/2022,72872,73844,73941,72581,4.60M,-1.70%
4/6/2022,74135,73844,74135,72969,3.88M,-0.13%
4/5/2022,74233,74135,75301,73844,3.79M,0.13%
4/4/2022,74135,74816,74816,73941,3.13M,0.13%
4/1/2022,74038,73358,74330,72969,4.10M,0.53%
03/31/2022,73650,73455,73844,72969,3.39M,0.00%
03/30/2022,73650,73650,74135,72581,4.09M,-0.91%
03/29/2022,74330,72775,74427,72678,2.95M,2.14%
03/28/2022,72775,73164,73552,72289,3.71M,-1.32%
03/25/2022,73747,73650,74135,73358,2.71M,0.27%
03/24/2022,73552,74816,74816,73455,4.53M,-1.94%
03/23/2022,75010,75787,75884,74913,3.62M,-1.03%
03/22/2022,75787,75399,76273,74621,4.13M,0.65%
03/21/2022,75301,73164,75301,73067,4.45M,3.89%
03/18/2022,72484,72581,74135,72095,7.41M,0.81%
03/17/2022,71901,71901,73650,71804,2.87M,-0.27%
03/16/2022,72095,72192,72387,71609,4.05M,-0.40%
03/15/2022,72387,72678,72678,71609,4.16M,0.00%
03/14/2022,72387,72484,72581,71318,3.44M,-0.67%
3/11/2022,72872,73067,73067,71901,3.61M,-0.27%
3/10/2022,73067,72678,73747,72387,3.78M,1.62%
3/9/2022,71901,72872,72872,71706,7.40M,-0.80%
3/8/2022,72484,73747,74330,72484,6.03M,-2.10%
3/7/2022,74038,75010,75010,73650,7.63M,-2.18%
3/4/2022,75690,75787,76273,75010,4.10M,-0.13%
3/3/2022,75787,75690,76273,75010,3.94M,0.65%
3/2/2022,75301,75496,75787,74816,3.40M,-0.64%
3/1/2022,75787,75301,75982,75301,2.46M,0.65%
02/28/2022,75301,76079,76370,75301,2.84M,-1.02%
02/25/2022,76079,76759,77050,76079,2.69M,-0.38%
02/24/2022,76370,77050,77245,74913,5.28M,-1.01%
02/23/2022,77148,77536,78022,77050,2.85M,0.13%
02/22/2022,77050,77050,77245,76176,5.15M,-0.87%
02/21/2022,77730,77730,78216,77439,3.12M,0.38%
02/18/2022,77439,77730,78022,77342,3.37M,-1.36%
02/17/2022,78508,77730,78508,77439,2.80M,1.00%
02/16/2022,77730,78022,78216,77439,2.33M,0.00%
02/15/2022,77730,75884,78605,75884,3.78M,2.43%
02/14/2022,75884,76759,77245,75884,5.09M,-2.01%
2/11/2022,77439,77730,78216,77245,3.48M,-0.50%
2/10/2022,77828,79479,79479,77342,5.87M,-1.72%
2/9/2022,79188,78896,81617,78896,4.71M,0.37%
2/8/2022,78896,80160,80160,78702,3.10M,-1.22%
2/7/2022,79868,79285,80645,78896,4.87M,2.37%
01/28/2022,78022,78119,78896,77925,3.90M,-0.86%
01/27/2022,78702,78896,79479,77439,4.45M,-0.25%
01/26/2022,78896,78702,78896,77730,3.92M,0.25%
01/25/2022,78702,74330,78702,73552,5.76M,6.30%
01/24/2022,74038,76467,76759,74038,5.61M,-4.03%
01/21/2022,77148,77148,77245,75496,5.04M,1.02%
01/20/2022,76370,75399,77342,75204,3.63M,1.29%
01/19/2022,75399,74816,76079,74816,3.34M,0.78%
01/18/2022,74816,76953,77730,73941,8.07M,-2.65%
01/17/2022,76856,79965,80160,76856,8.31M,-3.77%
01/14/2022,79868,79674,80451,79285,3.59M,0.00%
01/13/2022,79868,81617,81908,79674,6.68M,-1.67%
1/12/2022,81228,80645,82006,79091,6.53M,0.00%
1/11/2022,81228,83074,83269,80645,6.14M,-2.11%
1/10/2022,82977,83074,84921,82200,9.92M,0.00%
1/7/2022,82977,83074,83949,81908,8.24M,0.12%
1/6/2022,82880,81617,83560,81617,10.55M,1.55%
1/5/2022,81617,82686,83463,81617,7.37M,-1.29%
1/4/2022,82686,80354,82977,80160,10.19M,3.78%
12/31/2021,79674,79674,79965,79285,4.63M,0.49%
12/30/2021,79285,80062,80062,79285,5.85M,-0.12%
12/29/2021,79382,80548,81131,79382,5.23M,-1.33%
12/28/2021,80451,80645,81811,80257,4.47M,0.00%
12/27/2021,80451,80743,81131,79188,5.00M,-0.12%
12/24/2021,80548,80354,80937,79868,6.81M,0.48%
12/23/2021,80160,83463,83657,80160,8.90M,-3.73%
12/22/2021,83269,84338,85018,82783,8.93M,-0.35%
12/21/2021,83560,81131,84338,81131,16.02M,2.99%
12/20/2021,81131,82783,82783,80937,4.65M,-1.18%
12/17/2021,82103,80062,83560,80062,25.19M,2.67%
12/16/2021,79965,80451,80451,79382,3.29M,-0.36%
12/15/2021,80257,79868,80548,79285,3.59M,0.61%
12/14/2021,79771,80160,80645,79577,3.08M,0.00%
12/13/2021,79771,78702,81131,78605,6.50M,1.48%
12/10/2021,78605,78994,79285,78313,4.33M,-0.86%
12/9/2021,79285,78799,79479,78313,2.77M,0.74%
12/8/2021,78702,79382,79479,78605,3.81M,-0.74%
12/7/2021,79285,78313,79479,77925,4.52M,2.38%
12/6/2021,77439,78605,78799,77148,6.64M,-0.62%
12/3/2021,77925,80257,80743,77925,5.70M,-2.55%
12/2/2021,79965,80840,81034,79965,4.81M,-0.72%
12/1/2021,80548,81811,82103,80451,6.79M,-2.01%
11/30/2021,82200,83074,83074,80645,8.50M,-0.24%
11/29/2021,82394,79285,82394,79285,11.27M,1.80%
11/26/2021,80937,81520,82491,80840,8.58M,-0.72%
11/25/2021,81520,81908,82589,81131,8.61M,0.24%
11/24/2021,81326,80354,81326,79479,7.32M,1.45%
11/23/2021,80160,78702,80160,78411,3.58M,1.85%
11/22/2021,78702,78896,79188,77439,6.33M,0.62%
11/19/2021,78216,80548,80743,77730,7.52M,-2.78%
11/18/2021,80451,81131,81520,80062,6.32M,-0.84%
11/17/2021,81131,80645,81617,80451,5.26M,0.60%
11/16/2021,80645,81617,81908,80354,6.11M,-1.19%
11/15/2021,81617,80160,82006,79771,9.67M,2.44%
11/12/2021,79674,79285,79674,78508,5.32M,0.61%
11/11/2021,79188,80354,80451,79091,9.43M,-1.33%
11/10/2021,80257,81034,81131,80257,4.15M,-0.48%
11/9/2021,80645,80160,82103,79674,8.14M,0.73%
11/8/2021,80062,80160,80645,79188,8.20M,0.49%
11/5/2021,79674,79868,80451,79285,8.24M,-0.85%
11/4/2021,80354,80160,81131,79479,8.24M,-0.24%
11/3/2021,80548,82686,83074,80257,11.23M,-2.47%
11/2/2021,82589,82006,82783,81908,5.78M,0.83%
11/1/2021,81908,83560,84435,81617,9.72M,-1.40%
10/29/2021,83074,78896,83074,78896,15.58M,5.56%
10/28/2021,78702,78994,79188,78216,5.31M,0.00%
10/27/2021,78702,76662,78896,76662,8.78M,2.92%
10/26/2021,76467,76662,77050,76273,2.94M,0.25%
10/25/2021,76273,76370,77439,75982,6.78M,0.64%
10/22/2021,75787,75982,76662,75787,4.15M,0.13%
10/21/2021,75690,76565,76662,75690,5.86M,-1.14%
10/20/2021,76565,77342,77342,75982,5.51M,-0.76%
10/19/2021,77148,76662,77536,76273,5.57M,0.63%
10/18/2021,76662,76565,77245,76273,4.54M,0.26%
10/15/2021,76467,76662,77245,75884,5.27M,-0.25%
10/14/2021,76662,77730,77730,76565,8.59M,-1.37%
10/13/2021,77730,78702,78702,77633,5.26M,-1.11%
10/12/2021,78605,78702,79285,78119,8.10M,-0.12%
10/11/2021,78702,77633,78702,77245,5.38M,1.38%
10/8/2021,77633,77536,78508,77439,3.47M,-0.12%
10/7/2021,77730,78313,78508,77439,2.56M,-0.62%
10/6/2021,78216,77439,78216,77342,4.49M,1.38%
10/5/2021,77148,75593,77342,75301,4.57M,1.80%
10/4/2021,75787,74816,75982,74038,4.10M,1.30%
10/1/2021,74816,76079,76079,74816,4.12M,-1.66%
09/30/2021,76079,76273,77148,75982,3.15M,0.13%
09/29/2021,75982,76273,76662,75496,2.99M,-0.38%
09/28/2021,76273,75301,77148,75204,5.30M,0.38%
09/27/2021,75982,77342,77342,75982,5.15M,-1.76%
09/24/2021,77342,77050,78022,76467,4.58M,0.38%
09/23/2021,77050,75884,77245,75787,4.69M,1.67%
09/22/2021,75787,75787,75982,73844,8.76M,0.65%
09/21/2021,75301,76273,77536,73941,13.43M,-3.00%
09/20/2021,77633,78508,78799,77633,5.46M,-1.60%
09/17/2021,78896,77828,79188,77342,6.87M,1.37%
09/16/2021,77828,79674,80160,77730,7.93M,-2.20%
09/15/2021,79577,79965,81131,78411,9.29M,0.59%
09/14/2021,79110,79110,80145,78888,14.26M,0.00%
09/13/2021,79110,79850,79924,78962,12.77M,-0.47%
9/10/2021,79480,79850,80515,79480,19.75M,-0.19%
9/9/2021,79628,79480,80515,79184,12.90M,-0.19%
9/8/2021,79776,81107,81328,79628,12.10M,-1.55%
9/7/2021,81033,80589,82068,80219,15.08M,1.11%
9/6/2021,80145,79776,80515,78962,17.00M,1.31%
9/1/2021,79110,80145,80737,78815,28.57M,0.56%
08/31/2021,78667,79110,79184,78519,13.74M,-0.47%
08/30/2021,79036,79184,79628,78815,11.42M,0.00%
08/27/2021,79036,78371,79036,77632,12.94M,0.28%
08/26/2021,78815,79110,79406,77632,17.14M,-0.37%
08/25/2021,79110,79480,79776,78962,21.04M,-0.28%
08/24/2021,79332,79480,79924,78741,26.90M,0.09%
08/23/2021,79258,79480,80589,79258,20.74M,-0.83%
08/20/2021,79924,82068,82068,79702,26.65M,-2.61%
08/19/2021,82068,81328,82363,80589,23.60M,0.91%
08/18/2021,81328,81328,83916,79776,30.57M,-0.90%
08/17/2021,82068,85025,85395,81698,25.97M,-4.31%
08/16/2021,85764,90127,90127,84729,24.29M,-3.33%
08/13/2021,88722,87243,89239,86652,13.21M,2.56%
8/12/2021,86504,85617,86726,85173,6.80M,0.86%
8/11/2021,85764,86504,87021,85321,10.73M,-0.86%
8/10/2021,86504,87613,88056,86504,10.01M,-0.34%
8/9/2021,86800,84212,86800,83916,8.23M,3.07%
8/6/2021,84212,82807,84655,82659,14.59M,1.97%
8/5/2021,82585,81624,82585,81254,6.84M,1.09%
8/4/2021,81698,82437,82807,80959,5.36M,-0.36%
8/3/2021,81994,79702,82955,79702,12.94M,2.59%
8/2/2021,79924,79850,80145,79184,6.25M,-0.18%
07/30/2021,80071,79850,80441,79110,6.15M,0.37%
07/29/2021,79776,80589,80811,78741,5.14M,1.31%
07/28/2021,78741,79184,79628,78075,6.38M,-1.21%
07/27/2021,79702,81846,81920,79554,6.95M,-1.64%
07/26/2021,81033,79480,81772,79258,3.58M,1.86%
07/23/2021,79554,81328,82437,79554,3.43M,-3.06%
07/22/2021,82068,79850,82068,79110,4.42M,2.78%
07/21/2021,79850,79480,80441,78815,3.95M,1.31%
07/20/2021,78815,78075,78815,76153,5.26M,2.21%
07/19/2021,77114,79036,79628,76375,4.15M,-4.31%
07/16/2021,80589,81550,81698,80367,2.75M,-1.18%
07/15/2021,81550,80219,81772,80219,5.92M,0.73%
07/14/2021,80959,81107,82955,79702,4.32M,0.00%
07/13/2021,80959,81254,81254,78371,3.33M,1.39%
7/12/2021,79850,82807,82807,77410,10.48M,-4.00%
7/9/2021,83177,84064,85691,82437,5.07M,-2.17%
7/8/2021,85025,85395,86282,84138,6.06M,-1.71%
7/7/2021,86504,82068,86504,80959,9.19M,6.07%
7/6/2021,81550,87317,88056,81550,5.53M,-6.92%
7/5/2021,87613,87982,87982,85173,5.92M,0.42%
7/2/2021,87243,86652,88130,86134,4.10M,0.68%
7/1/2021,86652,86578,87613,86356,4.81M,-0.68%
06/30/2021,87243,87982,89018,86726,6.68M,-0.51%
06/29/2021,87687,85764,88278,85617,7.68M,2.68%
06/28/2021,85395,83546,85395,83103,9.30M,3.03%
06/25/2021,82881,83472,83916,82511,3.70M,0.00%
06/24/2021,82881,81994,85025,81328,5.12M,0.72%
06/23/2021,82290,82807,82807,80515,5.04M,-0.18%
06/22/2021,82437,82733,83029,82437,3.25M,-0.45%
06/21/2021,82807,82733,83546,82068,4.36M,-0.44%
06/18/2021,83177,81328,85764,80441,6.23M,3.21%
06/17/2021,80589,80219,81328,79924,5.03M,-0.91%
06/16/2021,81328,82807,83546,80663,5.23M,-2.31%
06/15/2021,83251,82807,83620,82142,7.01M,2.46%
06/14/2021,81254,79184,81994,79184,9.79M,3.68%
6/11/2021,78371,76892,78667,76744,5.05M,1.83%
6/10/2021,76966,78001,79110,76892,4.38M,-1.89%
6/9/2021,78445,78371,78962,77262,4.32M,0.76%
6/8/2021,77853,78888,80959,77632,9.43M,-0.66%
6/7/2021,78371,77262,78962,77262,5.52M,1.44%
6/4/2021,77262,79110,79332,76744,4.73M,-0.85%
6/3/2021,77927,77336,78371,77336,6.56M,0.96%
6/2/2021,77188,76523,78001,76153,3.46M,0.38%
6/1/2021,76892,75414,78149,74896,5.03M,1.36%
05/31/2021,75857,77262,77262,74748,6.60M,-1.91%
05/28/2021,77336,77632,78001,76301,4.21M,0.19%
05/27/2021,77188,78371,79480,72974,5.89M,-1.23%
05/26/2021,78149,77336,79258,76744,6.08M,1.05%
05/25/2021,77336,77779,78297,77040,3.72M,-1.32%
05/24/2021,78371,77484,79110,76892,6.74M,2.02%
05/21/2021,76818,75044,77040,74305,7.90M,1.86%
05/20/2021,75414,74231,75414,73343,5.10M,1.59%
05/19/2021,74231,73196,74452,72826,3.73M,1.52%
05/18/2021,73122,75118,75414,73122,4.49M,-1.88%
05/17/2021,74526,73565,76523,73417,7.69M,3.70%
05/14/2021,71865,71717,72826,71643,3.89M,0.21%
05/13/2021,71717,71865,72678,71643,3.33M,-0.72%
5/12/2021,72234,72086,72678,71569,4.56M,-0.31%
5/11/2021,72456,73861,73861,72456,4.09M,-1.11%
5/10/2021,73269,71051,73787,71051,5.11M,2.06%
5/7/2021,71791,72826,73565,71717,6.65M,-1.62%
5/6/2021,72974,73639,74674,72974,3.63M,-0.90%
5/5/2021,73639,73343,74822,73343,3.71M,0.40%
5/4/2021,73343,72456,73565,71051,5.71M,-0.10%
04/29/2021,73417,74970,75044,73196,6.99M,-1.59%
04/28/2021,74600,73935,76079,73935,7.48M,0.90%
04/27/2021,73935,73639,74748,72604,5.17M,0.40%
04/26/2021,73639,77632,77632,73639,11.68M,-5.14%
04/23/2021,77632,76597,77632,75414,11.47M,1.84%
04/22/2021,76227,80589,83103,76227,8.64M,-5.06%
04/20/2021,80293,79332,82659,78815,19.85M,3.92%
04/19/2021,77262,76153,77262,74896,11.84M,3.47%
04/16/2021,74674,74822,77262,72456,8.57M,-0.20%
04/15/2021,74822,75266,77262,74452,10.36M,0.70%
04/14/2021,74305,72826,74305,72382,10.62M,-1.95%
04/13/2021,75783,76079,77632,75266,5.22M,0.69%
4/12/2021,75266,73565,75414,73417,4.25M,2.93%
4/9/2021,73122,73343,73343,72456,2.74M,-0.80%
4/8/2021,73713,74305,74305,73713,2.06M,-0.80%
4/7/2021,74305,74452,74970,73565,3.23M,-1.18%
4/6/2021,75192,75192,76153,74896,2.73M,0.00%
4/5/2021,75192,77632,77632,74674,3.45M,0.99%
4/2/2021,74452,73935,75266,73713,2.86M,1.72%
4/1/2021,73196,72086,73565,71791,3.35M,1.75%
03/31/2021,71939,71347,72752,71347,2.47M,1.04%
03/30/2021,71199,71125,72382,70904,3.77M,0.10%
03/29/2021,71125,70977,71347,70312,1.88M,0.52%
03/26/2021,70756,71347,71495,69573,2.95M,-1.03%
03/25/2021,71495,71865,72234,70238,3.13M,-0.51%
03/24/2021,71865,72160,72456,70977,2.73M,-1.52%
03/23/2021,72974,72900,73343,72456,1.72M,-0.60%
03/22/2021,73417,72974,73565,72456,2.05M,1.53%
03/19/2021,72308,73196,73417,72308,3.57M,-1.91%
03/18/2021,73713,73565,73861,72456,1.79M,0.40%
03/17/2021,73417,73048,73713,72530,2.61M,-0.20%
03/16/2021,73565,73639,73787,72530,1.71M,-0.30%
03/15/2021,73787,73861,73935,72826,2.97M,-0.10%
3/12/2021,73861,73935,74822,73417,2.25M,-0.10%
3/11/2021,73935,74674,74970,73122,2.24M,0.10%
3/10/2021,73861,73565,74157,72456,3.13M,1.73%
3/9/2021,72604,71717,73417,70386,2.86M,1.03%
3/8/2021,71865,73713,73787,71569,3.96M,-1.22%
3/5/2021,72752,72752,73565,72456,3.72M,-1.60%
3/4/2021,73935,75340,75414,72456,3.53M,-1.48%
3/3/2021,75044,75783,75783,74896,2.79M,-1.26%
3/2/2021,76005,76892,77262,75192,3.20M,-0.19%
3/1/2021,76153,75414,76449,75340,2.99M,1.38%
02/26/2021,75118,74896,76005,74231,3.10M,-1.17%
02/25/2021,76005,76153,76597,75044,2.99M,0.00%
02/24/2021,76005,78371,78371,74674,4.84M,-2.37%
02/23/2021,77853,78223,78667,76892,2.65M,-0.47%
02/22/2021,78223,76597,78519,76597,5.71M,2.62%
02/19/2021,76227,75414,76449,74896,2.49M,-0.10%
02/18/2021,76301,74674,76301,73935,5.85M,2.18%
02/17/2021,74674,72456,74822,71717,4.81M,4.34%
2/9/2021,71569,70904,71939,69425,3.47M,2.22%
2/8/2021,70016,73417,73491,68390,6.24M,-4.63%
2/5/2021,73417,73122,73639,72678,2.92M,0.91%
2/4/2021,72752,71865,73122,70386,3.25M,1.23%
2/3/2021,71865,69868,73122,69868,4.38M,2.97%
2/2/2021,69795,65802,69795,65063,3.58M,6.91%
2/1/2021,65284,69203,70238,65284,3.42M,-5.56%
01/29/2021,69129,62105,69129,62105,7.11M,6.98%
01/28/2021,64619,64693,66320,64619,4.16M,-6.92%
01/27/2021,69425,70977,72604,67650,4.31M,-4.18%
01/26/2021,72456,73639,73713,70238,2.74M,-1.51%
01/25/2021,73565,73565,74009,72900,2.78M,0.20%
01/22/2021,73417,73491,74674,73122,2.94M,0.30%
01/21/2021,73196,72456,73491,72308,3.92M,1.54%
01/20/2021,72086,71717,76153,69868,4.49M,0.72%
01/19/2021,71569,73935,74452,69499,4.62M,-4.16%
01/18/2021,74674,75414,76005,73639,2.98M,-0.59%
01/15/2021,75118,74452,75118,73491,2.70M,2.01%
01/14/2021,73639,74600,74822,72900,4.26M,-1.29%
01/13/2021,74600,76892,76966,73639,3.86M,-2.42%
1/12/2021,76449,77484,77558,76227,3.72M,0.29%
1/11/2021,76227,72456,76227,72160,5.87M,6.95%
1/8/2021,71273,70608,71569,70460,2.84M,1.69%
1/7/2021,70090,70090,70312,69055,3.80M,0.00%
1/6/2021,70090,71421,71421,69647,3.69M,-0.84%
1/5/2021,70682,67872,70977,67650,3.71M,3.91%
1/4/2021,68020,67281,68685,66467,4.00M,2.79%
12/31/2020,66172,67429,67576,66172,1.65M,-0.78%
12/30/2020,66689,66985,68020,66541,2.64M,-0.11%
12/29/2020,66763,64841,66911,64397,4.49M,2.96%
12/28/2020,64841,65432,65506,64102,2.48M,0.11%
12/25/2020,64767,63732,64767,63288,2.06M,1.51%
12/24/2020,63806,65063,65137,62475,3.49M,-1.26%
12/23/2020,64619,64619,65802,64175,4.19M,0.58%
12/22/2020,64249,64471,64989,63880,2.81M,-0.23%
12/21/2020,64397,63288,64545,63288,4.32M,2.11%
12/18/2020,63066,62623,63584,62549,3.95M,0.71%
12/17/2020,62623,63584,63584,62475,6.33M,-1.74%
12/16/2020,63732,63584,64028,63214,2.36M,0.23%
12/15/2020,63584,63954,65137,62845,5.27M,-1.15%
12/14/2020,64323,63140,64323,62845,3.87M,2.35%
12/11/2020,62845,61810,62845,61662,3.13M,1.67%
12/10/2020,61810,63140,63362,61810,3.13M,-1.65%
12/9/2020,62845,62475,63066,62253,2.78M,0.71%
12/8/2020,62401,62771,63362,62327,1.99M,-0.35%
12/7/2020,62623,62475,62919,61957,1.92M,-0.24%
12/4/2020,62771,62845,62993,62179,2.85M,0.00%
12/3/2020,62771,63288,63288,62475,2.18M,-0.35%
12/2/2020,62993,61514,63436,61514,6.11M,2.28%
12/1/2020,61588,60257,61588,60257,3.38M,0.85%
11/30/2020,61070,61736,62327,60774,4.59M,-0.48%
11/27/2020,61366,61144,61736,60701,2.63M,0.36%
11/26/2020,61144,61292,61514,60701,3.01M,-0.96%
11/25/2020,61736,62105,63362,61662,4.61M,-0.36%
11/24/2020,61957,59887,61957,59591,7.10M,3.97%
11/23/2020,59591,58704,59813,58630,6.64M,2.67%
11/20/2020,58039,57669,58261,57373,3.50M,1.29%
11/19/2020,57300,57300,57817,57078,3.19M,0.26%
11/18/2020,57152,57817,57817,57152,2.61M,-1.28%
11/17/2020,57891,56930,57891,56708,2.93M,2.22%
11/16/2020,56634,58113,58556,56190,5.32M,-2.17%
11/13/2020,57891,57078,58039,57078,3.15M,1.42%
11/12/2020,57078,56634,57300,56634,1.90M,0.78%
11/11/2020,56634,57595,57743,56634,3.53M,-1.03%
11/10/2020,57226,58187,58409,57226,4.72M,-0.77%
11/9/2020,57669,56190,57669,56190,4.87M,3.04%
11/6/2020,55969,55969,56190,55895,2.20M,0.00%
11/5/2020,55969,56190,56856,55969,2.31M,-0.26%
11/4/2020,56117,56190,56560,55969,2.37M,0.13%
11/3/2020,56043,56338,56338,55821,2.69M,-0.13%
11/2/2020,56117,56190,56412,55747,1.51M,-0.13%
10/30/2020,56190,56930,56930,55377,3.92M,-0.26%
10/29/2020,56338,55821,56708,55747,2.71M,0.79%
10/28/2020,55895,57078,57447,55895,4.08M,-2.58%
10/27/2020,57373,58409,58556,57373,3.15M,-1.15%
10/26/2020,58039,59518,59961,58039,4.77M,-1.26%
10/23/2020,58778,57669,59074,57521,7.58M,2.58%
10/22/2020,57300,56560,57300,56338,2.07M,1.44%
10/21/2020,56486,56486,57447,56338,2.42M,0.26%
10/20/2020,56338,56264,56634,56043,2.93M,0.13%
10/19/2020,56264,56782,56930,56190,3.21M,-1.17%
10/16/2020,56930,57595,57595,56856,2.35M,-0.65%
10/15/2020,57300,58187,58482,57300,3.50M,-1.27%
10/14/2020,58039,57965,58335,57743,2.64M,0.51%
10/13/2020,57743,57595,58113,57373,1.60M,0.77%
10/12/2020,57300,57078,58556,56930,5.54M,0.65%
10/9/2020,56930,56634,57226,56560,1.89M,0.52%
10/8/2020,56634,56930,57078,56412,1.36M,-0.26%
10/7/2020,56782,56264,57226,56264,3.37M,0.92%
10/6/2020,56264,56190,56782,56190,1.96M,0.13%
10/5/2020,56190,56190,56856,56117,1.41M,0.13%
10/2/2020,56117,56930,57226,55451,2.25M,-1.56%
10/1/2020,57004,56412,57078,56264,1.77M,2.12%
09/30/2020,55821,55673,56486,55525,2.18M,0.27%
09/29/2020,55673,56708,56856,55525,4.90M,-1.70%
09/28/2020,56634,57152,57521,56634,2.62M,-0.65%
09/25/2020,57004,57004,57595,56930,1.20M,0.00%
09/24/2020,57004,57300,57965,57004,2.22M,-0.52%
09/23/2020,57300,56930,57595,56856,1.82M,0.91%
09/22/2020,56782,57004,57078,56560,2.10M,-0.39%
09/21/2020,57004,57004,57373,57004,2.18M,0.26%
09/18/2020,56856,56930,57078,56708,2.33M,0.26%
09/17/2020,56708,57078,57226,56634,2.35M,-0.65%
09/16/2020,57078,56634,57447,56634,1.79M,0.52%
09/15/2020,56782,57595,57595,56560,6.13M,-0.90%
09/14/2020,57300,57447,57891,57300,2.37M,-0.26%
9/11/2020,57447,57743,57817,57300,3.05M,-0.51%
9/10/2020,57743,58409,59591,57521,5.50M,-0.64%
9/9/2020,58113,57669,58113,57300,2.54M,0.13%
9/8/2020,58039,58556,58852,57817,2.36M,-0.76%
9/7/2020,58482,59370,60035,58409,2.62M,-1.13%
9/4/2020,59148,58556,59370,58261,2.82M,0.50%
9/3/2020,58852,58482,59591,58187,3.79M,1.14%
9/1/2020,58187,57891,58335,57300,2.04M,0.26%
08/31/2020,58039,58039,58556,57817,2.19M,-0.13%
08/28/2020,58113,58409,58482,57891,2.27M,0.13%
08/27/2020,58039,58704,58778,57817,3.06M,-1.26%
08/26/2020,58778,58852,59370,58630,2.92M,-0.13%
08/25/2020,58852,59148,59518,58852,2.48M,-0.50%
08/24/2020,59148,59148,59591,58926,1.92M,0.63%
08/21/2020,58778,59148,59222,58778,1.40M,-0.63%
08/20/2020,59148,59148,60774,59000,3.16M,0.00%
08/19/2020,59148,58778,59813,58335,1.50M,0.50%
08/18/2020,58852,58926,58926,58113,1.85M,-0.13%
08/17/2020,58926,58409,59074,57965,1.44M,0.00%
08/14/2020,58926,58335,59813,58335,1.55M,0.38%
08/13/2020,58704,58778,58926,58187,2.63M,0.00%
8/12/2020,58704,58852,58852,57965,1.95M,0.00%
8/11/2020,58704,59074,59074,58113,1.18M,-0.25%
8/10/2020,58852,59000,59148,58335,2.20M,0.00%
8/7/2020,58852,58926,59148,58113,1.56M,0.00%
8/6/2020,58852,58409,59074,58113,1.39M,0.00%
8/5/2020,58852,58409,58926,57521,1.69M,0.76%
8/4/2020,58409,58778,58778,57521,1.80M,0.64%
8/3/2020,58039,56930,58261,56782,1.93M,1.03%
07/31/2020,57447,55155,57595,55155,3.14M,1.44%
07/30/2020,56634,54712,57078,54712,2.13M,3.51%
07/29/2020,54712,55673,55673,53677,2.35M,-2.37%
07/28/2020,56043,52642,56043,52642,3.33M,6.91%
07/27/2020,52420,53233,55081,52420,3.46M,-6.71%
07/24/2020,56190,57669,58261,55081,3.44M,-3.55%
07/23/2020,58261,57300,58261,57300,1.15M,1.68%
07/22/2020,57300,58261,58778,56930,2.22M,-1.65%
07/21/2020,58261,58630,58778,57300,2.74M,-0.50%
07/20/2020,58556,59518,59961,58409,1.77M,-1.62%
07/17/2020,59518,60257,60257,59444,1.09M,-1.23%
07/16/2020,60257,59961,60257,59370,1.20M,0.49%
07/15/2020,59961,60109,61366,59739,3.06M,0.74%
07/14/2020,59518,58261,59887,58039,1.90M,1.77%
07/13/2020,58482,59222,59222,58482,1.29M,-0.38%
7/10/2020,58704,59518,59665,58409,2.22M,-1.73%
7/9/2020,59739,59739,60405,59370,1.59M,0.50%
7/8/2020,59444,59370,59887,59000,1.04M,-0.49%
7/7/2020,59739,59887,60553,59518,1.84M,0.00%
7/6/2020,59739,57891,60257,57226,5.63M,3.86%
7/3/2020,57521,56930,57521,56856,1.80M,1.17%
7/2/2020,56856,56930,57226,56486,1.16M,0.00%
7/1/2020,56856,55673,56930,55673,1.22M,1.85%
06/30/2020,55821,55451,56930,54934,2.99M,-0.87%
06/29/2020,56309,57070,57070,55700,1.39M,-2.12%
06/26/2020,57527,57831,58288,57070,980.16K,0.13%
06/25/2020,57451,56918,57755,56538,1.61M,-0.26%
06/24/2020,57603,59125,59810,57451,2.61M,-2.57%
06/23/2020,59125,59886,59886,57907,2.79M,-0.77%
06/22/2020,59581,58820,59657,58516,3.64M,2.35%
06/19/2020,58212,57907,58744,57907,2.19M,0.00%
06/18/2020,58212,57527,58364,57375,2.13M,0.66%
06/17/2020,57831,58059,59049,57070,2.82M,1.47%
06/16/2020,56994,55396,56994,54863,4.00M,7.00%
06/15/2020,53265,57527,57603,53265,4.36M,-6.67%
6/12/2020,57070,55929,57527,55929,4.10M,-1.96%
6/11/2020,58212,58973,59810,58212,7.43M,-1.29%
6/10/2020,58973,59049,59201,58516,4.18M,-0.13%
6/9/2020,59049,59353,59886,58896,3.69M,-0.26%
6/8/2020,59201,59353,59886,58973,3.46M,0.65%
6/5/2020,58820,58668,59277,58288,2.85M,-0.26%
6/4/2020,58973,59353,59886,58592,4.07M,-0.51%
6/3/2020,59277,59353,59581,58896,3.45M,0.13%
6/2/2020,59201,60190,60266,59125,3.43M,-1.64%
6/1/2020,60190,58896,60494,58820,4.23M,3.26%
05/29/2020,58288,57527,58668,57451,5.12M,2.13%
05/28/2020,57070,56994,57831,56614,5.65M,0.40%
05/27/2020,56842,58212,59049,56766,4.90M,-2.22%
05/26/2020,58135,58973,59277,58135,3.90M,-0.52%
